spatial_cell,date,daily_poi,daily_violations
cell_12.839_77.657,2023-11-19,0.7537718023763802,1
cell_12.839_77.678,2023-11-26,0.9886113934537812,1
cell_12.839_77.678,2024-01-10,1.33828514193353,1
cell_12.839_77.678,2024-01-26,0.5596157879354225,29
cell_12.839_77.678,2024-02-04,1.0370272650198908,15
cell_12.83_77.681,2023-12-06,1.0560526742493137,1
cell_12.83_77.681,2023-12-18,1.55814461804655,1
cell_12.83_77.682,2023-12-18,1.55814461804655,1
cell_12.841_77.644,2023-11-21,0.9162907318741551,1
cell_12.841_77.644,2024-01-10,0.7537718023763802,1
cell_12.841_77.644,2024-01-11,0.9162907318741551,1
cell_12.841_77.644,2024-01-12,0.5596157879354227,1
cell_12.841_77.644,2024-01-18,1.0008714148996825,9
cell_12.841_77.644,2024-01-22,1.33828514193353,2
cell_12.841_77.644,2024-01-28,0.7537718023763802,1
cell_12.841_77.644,2024-02-01,1.2030148559967042,2
cell_12.841_77.644,2024-02-05,0.9486095822287636,3
cell_12.841_77.644,2024-02-17,0.5596157879354227,1
cell_12.841_77.644,2024-02-19,0.7537718023763803,3
cell_12.841_77.644,2024-02-25,0.7537718023763802,1
cell_12.841_77.644,2024-03-02,0.5596157879354227,1
cell_12.841_77.644,2024-03-03,0.689053130896061,3
cell_12.841_77.644,2024-03-17,0.7537718023763802,2
cell_12.841_77.644,2024-03-25,0.7537718023763802,2
cell_12.841_77.645,2024-03-03,0.5596157879354227,1
cell_12.841_77.645,2024-03-17,0.5596157879354227,1
cell_12.841_77.646,2023-11-22,0.6591249615294553,3
cell_12.841_77.646,2023-11-25,0.6118015411059929,2
cell_12.841_77.647,2024-02-28,0.7537718023763802,1
cell_12.841_77.648,2023-11-13,0.44628710262841953,1
cell_12.841_77.648,2023-12-08,0.5596157879354227,1
cell_12.841_77.648,2023-12-10,0.5596157879354227,1
cell_12.841_77.648,2023-12-17,0.8568449078843664,6
cell_12.841_77.648,2023-12-19,0.8297574398541249,9
cell_12.841_77.648,2024-03-16,0.7537718023763802,1
cell_12.841_77.648,2024-03-17,0.7537718023763802,1
cell_12.841_77.649,2023-11-13,1.3687792178610958,2
cell_12.841_77.649,2023-12-10,0.5596157879354227,1
cell_12.841_77.649,2023-12-17,0.5596157879354227,1
cell_12.841_77.649,2024-02-05,0.9886113934537812,2
cell_12.841_77.649,2024-02-06,0.9886113934537812,2
cell_12.841_77.649,2024-03-19,0.7537718023763802,1
cell_12.841_77.649,2024-03-20,1.1786549963416462,7
cell_12.841_77.649,2024-03-31,0.5596157879354227,1
cell_12.841_77.65,2023-11-12,0.9886113934537812,2
cell_12.841_77.65,2023-11-14,0.6904097338661618,3
cell_12.841_77.65,2023-11-18,0.7201099369070963,6
cell_12.841_77.65,2023-11-21,0.9886113934537812,1
cell_12.841_77.65,2023-11-30,0.7537718023763802,1
cell_12.841_77.65,2023-12-15,1.045035124310407,3
cell_12.841_77.65,2023-12-16,0.6118015411059929,2
cell_12.841_77.65,2023-12-19,1.1786549963416462,1
cell_12.841_77.65,2023-12-23,0.8110230816513432,3
cell_12.841_77.65,2024-01-07,0.5596157879354227,1
cell_12.841_77.65,2024-01-23,0.9886113934537812,1
cell_12.841_77.65,2024-01-30,0.6627889893364599,6
cell_12.841_77.65,2024-02-11,0.7537718023763802,1
cell_12.841_77.65,2024-02-16,0.5596157879354227,1
cell_12.841_77.65,2024-02-22,0.7537718023763802,1
cell_12.841_77.65,2024-02-23,0.5596157879354227,1
cell_12.841_77.65,2024-02-24,0.7537718023763802,1
cell_12.841_77.65,2024-03-17,0.689053130896061,3
cell_12.841_77.65,2024-03-19,1.1251316546831975,2
cell_12.841_77.65,2024-03-21,0.9103315297613142,3
cell_12.841_77.65,2024-04-04,0.7537718023763802,1
cell_12.841_77.65,2024-04-07,0.7537718023763802,1
cell_12.841_77.651,2023-11-14,0.9162907318741551,1
cell_12.841_77.651,2023-11-29,1.1786549963416462,2
cell_12.841_77.651,2023-12-24,0.3184537311185346,1
cell_12.841_77.651,2023-12-26,0.9886113934537812,1
cell_12.841_77.651,2024-01-18,0.5596157879354227,1
cell_12.841_77.651,2024-01-27,0.7537718023763802,1
cell_12.841_77.651,2024-01-29,0.9886113934537812,2
cell_12.841_77.651,2024-02-13,0.9162907318741551,1
cell_12.841_77.651,2024-02-16,0.5596157879354227,1
cell_12.841_77.651,2024-02-19,1.1251316546831975,2
cell_12.841_77.651,2024-02-22,0.8711915979150807,2
cell_12.841_77.651,2024-02-23,0.5596157879354227,1
cell_12.841_77.651,2024-03-02,0.5596157879354227,1
cell_12.841_77.651,2024-03-13,0.5596157879354227,1
cell_12.841_77.651,2024-03-17,0.9886113934537812,5
cell_12.841_77.651,2024-03-19,0.5596157879354227,1
cell_12.841_77.651,2024-04-02,0.5596157879354227,2
cell_12.841_77.651,2024-04-06,0.5596157879354227,1
cell_12.841_77.651,2024-04-07,1.1786549963416462,5
cell_12.841_77.652,2023-11-19,0.7537718023763802,1
cell_12.841_77.652,2024-01-20,0.5596157879354227,1
cell_12.841_77.652,2024-02-08,0.5596157879354227,1
cell_12.841_77.652,2024-03-17,0.7537718023763802,1
cell_12.841_77.652,2024-03-19,0.7537718023763803,3
cell_12.841_77.663,2023-11-30,0.44628710262841953,1
cell_12.841_77.663,2023-12-06,0.6000294525023999,2
cell_12.841_77.663,2023-12-17,0.3184537311185346,1
cell_12.841_77.676,2023-11-12,0.7537718023763802,1
cell_12.841_77.676,2023-11-25,0.9886113934537812,1
cell_12.841_77.676,2023-11-28,0.44628710262841953,2
cell_12.841_77.676,2023-12-05,1.1982929094215964,15
cell_12.841_77.676,2023-12-09,2.1400661634962708,5
cell_12.841_77.676,2023-12-28,0.9162907318741551,1
cell_12.841_77.676,2023-12-30,1.4149360706076672,6
cell_12.841_77.676,2024-01-13,1.1786549963416462,14
cell_12.841_77.676,2024-01-15,0.5596157879354227,1
cell_12.841_77.676,2024-01-18,0.44628710262841953,2
cell_12.841_77.676,2024-01-26,0.5939682562617259,11
cell_12.841_77.676,2024-02-06,0.9886113934537812,2
cell_12.841_77.676,2024-02-22,0.9162907318741551,1
cell_12.841_77.676,2024-03-18,0.7537718023763802,1
cell_12.841_77.676,2024-03-30,1.1786549963416462,2
cell_12.841_77.676,2024-04-02,0.5596157879354227,1
cell_12.841_77.677,2023-11-25,0.40367597879179123,3
cell_12.841_77.677,2023-12-05,1.210860441035826,12
cell_12.841_77.677,2023-12-21,0.5596157879354227,1
cell_12.841_77.677,2023-12-23,2.1400661634962708,7
cell_12.841_77.677,2023-12-28,0.9853817933487692,35
cell_12.841_77.677,2024-01-06,1.261651915912614,3
cell_12.841_77.677,2024-01-13,0.9886113934537812,3
cell_12.841_77.677,2024-01-18,0.5596157879354227,14
cell_12.841_77.677,2024-01-24,0.9886113934537812,1
cell_12.841_77.677,2024-02-12,0.6667940551975278,54
cell_12.841_77.677,2024-02-23,0.916290731874155,30
cell_12.841_77.677,2024-04-02,0.7537718023763803,3
cell_12.842_77.644,2023-11-13,1.4830314931969164,29
cell_12.842_77.644,2023-11-14,0.9932517730102833,1
cell_12.842_77.644,2023-11-15,1.7407498355130322,2
cell_12.842_77.644,2023-11-16,1.4203791691391368,2
cell_12.842_77.644,2023-11-18,1.5738107347909491,1
cell_12.842_77.644,2023-11-19,1.057131513768496,9
cell_12.842_77.644,2023-11-25,0.8219800524029136,3
cell_12.842_77.644,2023-11-26,0.9013710983268238,3
cell_12.842_77.644,2023-11-28,1.2669476034873244,1
cell_12.842_77.644,2023-12-09,1.4203791691391368,4
cell_12.842_77.644,2023-12-10,0.9932517730102833,1
cell_12.842_77.644,2023-12-11,1.2669476034873244,1
cell_12.842_77.644,2023-12-13,1.7064053966808106,4
cell_12.842_77.644,2023-12-17,0.9932517730102833,1
cell_12.842_77.644,2023-12-20,1.2669476034873244,2
cell_12.842_77.644,2023-12-22,0.6151856390902335,1
cell_12.842_77.644,2023-12-23,1.2669476034873244,1
cell_12.842_77.644,2023-12-24,1.9980959022258835,1
cell_12.842_77.644,2023-12-28,1.044463827945119,2
cell_12.842_77.644,2023-12-30,1.5738107347909491,1
cell_12.842_77.644,2023-12-31,1.1562591726440796,5
cell_12.842_77.644,2024-01-04,1.2669476034873244,2
cell_12.842_77.644,2024-01-06,0.9932517730102833,1
cell_12.842_77.644,2024-01-07,1.2669476034873244,1
cell_12.842_77.644,2024-01-10,0.6151856390902335,1
cell_12.842_77.644,2024-01-12,1.8082887711792655,4
cell_12.842_77.644,2024-01-14,1.2669476034873244,2
cell_12.842_77.644,2024-01-15,0.9932517730102833,1
cell_12.842_77.644,2024-01-16,1.1186250864591873,3
cell_12.842_77.644,2024-01-18,1.325739924806908,2
cell_12.842_77.644,2024-01-19,0.9932517730102833,1
cell_12.842_77.644,2024-01-20,1.9980959022258835,1
cell_12.842_77.644,2024-01-21,1.180722895213958,4
cell_12.842_77.644,2024-01-28,1.2410597989510215,7
cell_12.842_77.644,2024-02-01,0.9932517730102833,1
cell_12.842_77.644,2024-02-04,1.3249997511706637,7
cell_12.842_77.644,2024-02-10,1.298472252956491,8
cell_12.842_77.644,2024-02-11,1.5123399388797933,6
cell_12.842_77.644,2024-02-13,1.5738107347909491,1
cell_12.842_77.644,2024-02-15,1.2669476034873244,1
cell_12.842_77.644,2024-02-18,1.3202615653382945,7
cell_12.842_77.644,2024-02-19,1.459579692401081,12
cell_12.842_77.644,2024-02-20,0.9932517730102833,2
cell_12.842_77.644,2024-02-24,1.2669476034873244,1
cell_12.842_77.644,2024-02-25,1.5516083045502977,14
cell_12.842_77.644,2024-02-26,1.2669476034873244,5
cell_12.842_77.644,2024-02-27,1.1985236458680641,4
cell_12.842_77.644,2024-02-28,1.2669476034873244,1
cell_12.842_77.644,2024-03-01,1.2669476034873244,2
cell_12.842_77.644,2024-03-02,1.2669476034873244,2
cell_12.842_77.644,2024-03-03,1.401564171173695,16
cell_12.842_77.644,2024-03-05,0.9932517730102833,2
cell_12.842_77.644,2024-03-06,1.369235313921866,3
cell_12.842_77.644,2024-03-07,1.2669476034873244,1
cell_12.842_77.644,2024-03-09,1.2367436165904673,9
cell_12.842_77.644,2024-03-10,1.1878844385992926,7
cell_12.842_77.644,2024-03-14,1.4203791691391368,2
cell_12.842_77.644,2024-03-15,1.2669476034873244,1
cell_12.842_77.644,2024-03-17,1.1985236458680641,4
cell_12.842_77.644,2024-03-25,0.9932517730102833,1
cell_12.842_77.644,2024-03-26,1.2835312539006163,4
cell_12.842_77.644,2024-03-28,1.4203791691391368,2
cell_12.842_77.644,2024-03-29,1.2669476034873244,1
cell_12.842_77.644,2024-03-31,1.1757156599949774,3
cell_12.842_77.644,2024-04-02,1.2669476034873244,1
cell_12.842_77.644,2024-04-05,1.5738107347909491,2
cell_12.842_77.644,2024-04-07,1.4816045409242153,7
cell_12.842_77.644,2024-04-08,1.130099688248804,2
cell_12.842_77.645,2023-11-12,1.0093255978413445,3
cell_12.842_77.645,2023-11-15,1.0375480883708883,2
cell_12.842_77.645,2023-11-17,1.2014696741078175,1
cell_12.842_77.645,2023-11-19,1.1784640675991904,5
cell_12.842_77.645,2023-11-22,1.3513827139611074,2
cell_12.842_77.645,2023-11-26,1.3015912523233684,10
cell_12.842_77.645,2023-11-29,1.2827427168035668,3
cell_12.842_77.645,2023-12-06,1.5012957538143974,3
cell_12.842_77.645,2023-12-10,1.5012957538143974,3
cell_12.842_77.645,2023-12-13,1.2850386352267367,4
cell_12.842_77.645,2023-12-14,1.2014696741078175,1
cell_12.842_77.645,2023-12-16,1.4109869737102623,4
cell_12.842_77.645,2023-12-17,1.148394411120321,5
cell_12.842_77.645,2023-12-18,1.5012957538143974,2
cell_12.842_77.645,2023-12-20,0.9360933591703349,1
cell_12.842_77.645,2023-12-22,0.9360933591703349,1
cell_12.842_77.645,2023-12-24,1.4042650969181698,8
cell_12.842_77.645,2023-12-30,1.4751206879998797,5
cell_12.842_77.645,2023-12-31,1.1774874566557567,4
cell_12.842_77.645,2024-01-03,1.5012957538143974,2
cell_12.842_77.645,2024-01-04,1.71002745690188,2
cell_12.842_77.645,2024-01-07,1.4013537272455376,6
cell_12.842_77.645,2024-01-10,0.9360933591703349,1
cell_12.842_77.645,2024-01-13,0.9360933591703349,1
cell_12.842_77.645,2024-01-14,1.2712143141712269,6
cell_12.842_77.645,2024-01-18,1.1735401664402985,2
cell_12.842_77.645,2024-01-19,1.3513827139611074,2
cell_12.842_77.645,2024-01-21,0.9360933591703349,1
cell_12.842_77.645,2024-01-28,1.2014696741078175,1
cell_12.842_77.645,2024-02-01,1.2014696741078175,3
cell_12.842_77.645,2024-02-03,1.3014117006766774,3
cell_12.842_77.645,2024-02-04,1.2014696741078175,2
cell_12.842_77.645,2024-02-06,1.1130109024619899,3
cell_12.842_77.645,2024-02-07,0.9360933591703349,1
cell_12.842_77.645,2024-02-11,1.5370498655880251,9
cell_12.842_77.645,2024-02-13,0.7712649598238974,1
cell_12.842_77.645,2024-02-15,1.7316555451583497,8
cell_12.842_77.645,2024-02-16,1.2014696741078175,1
cell_12.842_77.645,2024-02-18,1.4135440225280305,10
cell_12.842_77.645,2024-02-19,1.3599951551533818,4
cell_12.842_77.645,2024-02-25,1.4544976923267512,12
cell_12.842_77.645,2024-02-26,1.5012957538143974,2
cell_12.842_77.645,2024-02-27,0.9360933591703349,1
cell_12.842_77.645,2024-02-28,1.7316555451583497,5
cell_12.842_77.645,2024-03-03,1.3116616166275048,9
cell_12.842_77.645,2024-03-05,1.2014696741078175,3
cell_12.842_77.645,2024-03-06,1.5012957538143974,3
cell_12.842_77.645,2024-03-10,1.5356803259337335,23
cell_12.842_77.645,2024-03-12,1.2014696741078175,1
cell_12.842_77.645,2024-03-14,1.5841201044498106,1
cell_12.842_77.645,2024-03-17,1.4731239484219871,26
cell_12.842_77.645,2024-03-19,1.5012957538143974,5
cell_12.842_77.645,2024-03-23,1.2014696741078175,1
cell_12.842_77.645,2024-03-26,1.3318380379536077,6
cell_12.842_77.645,2024-03-28,1.5012957538143974,2
cell_12.842_77.645,2024-03-29,0.9360933591703349,1
cell_12.842_77.645,2024-03-30,1.2014696741078175,1
cell_12.842_77.645,2024-03-31,1.3801419650918942,5
cell_12.842_77.645,2024-04-03,1.5012957538143974,2
cell_12.842_77.645,2024-04-04,1.5012957538143974,2
cell_12.842_77.645,2024-04-05,1.2014696741078175,1
cell_12.842_77.645,2024-04-07,1.4013537272455376,3
cell_12.842_77.646,2023-11-11,2.1668000918556336,4
cell_12.842_77.646,2023-11-12,1.8682058877429497,5
cell_12.842_77.646,2023-11-13,1.7100554193158422,3
cell_12.842_77.646,2023-11-14,1.6946789233897344,3
cell_12.842_77.646,2023-11-15,1.9353589576949302,8
cell_12.842_77.646,2023-11-17,2.1862804550304102,15
cell_12.842_77.646,2023-11-18,2.1978611487268678,13
cell_12.842_77.646,2023-11-19,2.55358190601531,1
cell_12.842_77.646,2023-11-21,2.1348412926132214,5
cell_12.842_77.646,2023-11-25,1.8682058877429497,5
cell_12.842_77.646,2023-11-26,1.84807223938541,19
cell_12.842_77.646,2023-11-27,1.8607444355260634,9
cell_12.842_77.646,2023-11-28,1.599593607935029,1
cell_12.842_77.646,2023-11-29,1.8009764706607772,9
cell_12.842_77.646,2023-11-30,2.0479440260550374,8
cell_12.842_77.646,2023-12-02,2.4770930235655717,2
cell_12.842_77.646,2023-12-03,1.8346293527669597,10
cell_12.842_77.646,2023-12-10,1.8514176202549548,4
cell_12.842_77.646,2023-12-13,1.599593607935029,5
cell_12.842_77.646,2023-12-17,2.216489986041795,12
cell_12.842_77.646,2023-12-18,2.0198754058732065,2
cell_12.842_77.646,2023-12-19,1.9383182569142228,19
cell_12.842_77.646,2023-12-20,1.9353589576949302,11
cell_12.842_77.646,2023-12-23,2.280837342769245,6
cell_12.842_77.646,2023-12-24,1.8834985124406114,6
cell_12.842_77.646,2023-12-26,1.6946789233897344,2
cell_12.842_77.646,2023-12-27,1.6946789233897344,3
cell_12.842_77.646,2023-12-28,1.8514176202549548,4
cell_12.842_77.646,2023-12-30,2.55358190601531,1
cell_12.842_77.646,2023-12-31,1.9637048083699316,14
cell_12.842_77.646,2024-01-03,1.9353589576949302,1
cell_12.842_77.646,2024-01-07,1.7548489319660332,4
cell_12.842_77.646,2024-01-13,2.1134311830341947,2
cell_12.842_77.646,2024-01-14,1.3450045270680713,2
cell_12.842_77.646,2024-01-16,1.8737402782221224,22
cell_12.842_77.646,2024-01-18,1.8644609310241647,9
cell_12.842_77.646,2024-01-21,1.9353589576949302,1
cell_12.842_77.646,2024-01-29,2.402004010275298,7
cell_12.842_77.646,2024-02-01,1.7396549847691802,11
cell_12.842_77.646,2024-02-03,2.054073774587773,3
cell_12.842_77.646,2024-02-04,1.6602757170796312,5
cell_12.842_77.646,2024-02-05,1.9353589576949302,1
cell_12.842_77.646,2024-02-06,2.0318406063468464,16
cell_12.842_77.646,2024-02-07,2.5076692246421977,8
cell_12.842_77.646,2024-02-08,1.670907594526058,4
cell_12.842_77.646,2024-02-11,2.3676759043426285,26
cell_12.842_77.646,2024-02-13,2.1523451712951074,7
cell_12.842_77.646,2024-02-14,2.329757858314302,28
cell_12.842_77.646,2024-02-15,2.4654261314771193,47
cell_12.842_77.646,2024-02-16,2.46622240680136,6
cell_12.842_77.646,2024-02-18,2.36993118052286,4
cell_12.842_77.646,2024-02-19,2.437120470337171,41
cell_12.842_77.646,2024-02-22,2.43039135610215,8
cell_12.842_77.646,2024-02-24,2.496565759322918,46
cell_12.842_77.646,2024-02-25,2.1655944400702087,9
cell_12.842_77.646,2024-02-26,2.5076692246421977,8
cell_12.842_77.646,2024-02-28,2.55358190601531,14
cell_12.842_77.646,2024-02-29,2.43039135610215,8
cell_12.842_77.646,2024-03-02,1.9353589576949302,2
cell_12.842_77.646,2024-03-03,2.291503408373459,3
cell_12.842_77.646,2024-03-06,2.4652643419695415,7
cell_12.842_77.646,2024-03-10,2.3192716226404864,28
