spatial_cell,embedding_row,archetype_name
cell_13.05_77.575,7106,Freight Obstruction Corridors
cell_13.05_77.576,7107,Night Spillovers
cell_13.05_77.593,7108,Junction Choke Points
cell_13.05_77.594,7109,Night Spillovers
cell_13.05_77.63,7110,Mixed Risk Zone
cell_13.05_77.646,7111,Night Spillovers
cell_13.061_77.461,7112,Night Spillovers
cell_13.061_77.462,7113,Freight Obstruction Corridors
cell_13.061_77.502,7114,Night Spillovers
cell_13.061_77.507,7115,Night Spillovers
cell_13.061_77.575,7116,Night Spillovers
cell_13.061_77.576,7117,Night Spillovers
cell_13.061_77.577,7118,Night Spillovers
cell_13.061_77.587,7119,Mixed Risk Zone
cell_13.061_77.59,7120,Mixed Risk Zone
cell_13.061_77.633,7121,Freight Obstruction Corridors
cell_13.061_77.649,7122,Night Spillovers
cell_13.061_77.652,7123,Night Spillovers
cell_13.062_77.574,7124,Night Spillovers
cell_13.062_77.576,7125,Night Spillovers
cell_13.062_77.587,7126,Mixed Risk Zone
cell_13.062_77.588,7127,Night Spillovers
cell_13.062_77.59,7128,Night Spillovers
cell_13.062_77.593,7129,Night Spillovers
cell_13.062_77.742,7130,Junction Choke Points
cell_13.063_77.572,7131,Night Spillovers
cell_13.063_77.576,7132,Night Spillovers
cell_13.063_77.577,7133,Junction Choke Points
cell_13.063_77.585,7134,Mixed Risk Zone
cell_13.063_77.586,7135,Mixed Risk Zone
cell_13.063_77.587,7136,Mixed Risk Zone
cell_13.063_77.588,7137,Mixed Risk Zone
cell_13.063_77.59,7138,Night Spillovers
cell_13.063_77.591,7139,Mixed Risk Zone
cell_13.063_77.592,7140,Mixed Risk Zone
cell_13.063_77.593,7141,Mixed Risk Zone
cell_13.063_77.628,7142,Night Spillovers
cell_13.063_77.634,7143,Night Spillovers
cell_13.063_77.649,7144,Night Spillovers
cell_13.063_77.65,7145,Night Spillovers
cell_13.063_77.652,7146,Night Spillovers
cell_13.063_77.736,7147,Night Spillovers
cell_13.063_77.74,7148,Junction Choke Points
cell_13.064_77.505,7149,Mixed Risk Zone
cell_13.064_77.534,7150,Freight Obstruction Corridors
cell_13.064_77.572,7151,Junction Choke Points
cell_13.064_77.577,7152,Night Spillovers
cell_13.064_77.578,7153,Junction Choke Points
cell_13.064_77.579,7154,Night Spillovers
cell_13.064_77.584,7155,Mixed Risk Zone
cell_13.064_77.585,7156,Freight Obstruction Corridors
cell_13.064_77.586,7157,Mixed Risk Zone
cell_13.064_77.587,7158,Mixed Risk Zone
cell_13.064_77.588,7159,Mixed Risk Zone
cell_13.064_77.589,7160,Mixed Risk Zone
cell_13.064_77.59,7161,Junction Choke Points
cell_13.064_77.591,7162,Mixed Risk Zone
cell_13.064_77.592,7163,Night Spillovers
cell_13.064_77.649,7164,Night Spillovers
cell_13.064_77.65,7165,Night Spillovers
cell_13.064_77.651,7166,Night Spillovers
cell_13.064_77.652,7167,Mixed Risk Zone
cell_13.065_77.504,7168,Freight Obstruction Corridors
cell_13.065_77.571,7169,Night Spillovers
cell_13.065_77.572,7170,Junction Choke Points
cell_13.065_77.578,7171,Night Spillovers
cell_13.065_77.579,7172,Night Spillovers
cell_13.065_77.584,7173,Mixed Risk Zone
cell_13.066_77.453,7174,Night Spillovers
cell_13.066_77.454,7175,Night Spillovers
cell_13.066_77.532,7176,Freight Obstruction Corridors
cell_13.066_77.552,7177,Night Spillovers
cell_13.066_77.571,7178,Junction Choke Points
cell_13.066_77.585,7179,Night Spillovers
cell_13.066_77.594,7180,Mixed Risk Zone
cell_13.066_77.601,7181,Mixed Risk Zone
cell_13.066_77.641,7182,Night Spillovers
cell_13.066_77.642,7183,Night Spillovers
cell_13.067_77.45,7184,Freight Obstruction Corridors
cell_13.067_77.451,7185,Night Spillovers
cell_13.067_77.452,7186,Mixed Risk Zone
cell_13.067_77.503,7187,Night Spillovers
cell_13.067_77.531,7188,Freight Obstruction Corridors
cell_13.067_77.532,7189,Freight Obstruction Corridors
cell_13.067_77.57,7190,Night Spillovers
cell_13.067_77.58,7191,Mixed Risk Zone
cell_13.067_77.581,7192,Night Spillovers
cell_13.067_77.592,7193,Night Spillovers
cell_13.067_77.593,7194,Night Spillovers
cell_13.067_77.594,7195,Night Spillovers
cell_13.068_77.449,7196,Night Spillovers
cell_13.068_77.45,7197,Night Spillovers
cell_13.068_77.53,7198,Mixed Risk Zone
cell_13.068_77.531,7199,Mixed Risk Zone
cell_13.068_77.57,7200,Night Spillovers
cell_13.068_77.579,7201,Night Spillovers
cell_13.068_77.58,7202,Mixed Risk Zone
cell_13.068_77.581,7203,Night Spillovers
cell_13.068_77.584,7204,Night Spillovers
cell_13.068_77.585,7205,Junction Choke Points
cell_13.068_77.593,7206,Night Spillovers
cell_13.068_77.627,7207,Night Spillovers
cell_13.068_77.629,7208,Night Spillovers
cell_13.068_77.63,7209,Night Spillovers
cell_13.068_77.632,7210,Night Spillovers
cell_13.068_77.633,7211,Night Spillovers
cell_13.068_77.634,7212,Freight Obstruction Corridors
cell_13.069_77.446,7213,Night Spillovers
cell_13.069_77.447,7214,Junction Choke Points
cell_13.069_77.448,7215,Freight Obstruction Corridors
cell_13.069_77.504,7216,Mixed Risk Zone
cell_13.069_77.53,7217,Mixed Risk Zone
cell_13.069_77.558,7218,Mixed Risk Zone
cell_13.069_77.559,7219,Mixed Risk Zone
cell_13.069_77.56,7220,Mixed Risk Zone
cell_13.069_77.58,7221,Night Spillovers
cell_13.069_77.581,7222,Junction Choke Points
cell_13.069_77.585,7223,Night Spillovers
cell_13.069_77.586,7224,Night Spillovers
cell_13.069_77.588,7225,Night Spillovers
cell_13.069_77.592,7226,Night Spillovers
cell_13.069_77.593,7227,Night Spillovers
cell_13.069_77.625,7228,Mixed Risk Zone
cell_13.069_77.626,7229,Mixed Risk Zone
cell_13.069_77.627,7230,Freight Obstruction Corridors
cell_13.069_77.634,7231,Freight Obstruction Corridors
cell_13.06_77.462,7232,Freight Obstruction Corridors
cell_13.06_77.467,7233,Night Spillovers
cell_13.06_77.502,7234,Night Spillovers
cell_13.06_77.505,7235,Night Spillovers
cell_13.06_77.506,7236,Night Spillovers
cell_13.06_77.507,7237,Night Spillovers
cell_13.06_77.531,7238,Night Spillovers
cell_13.06_77.559,7239,Mixed Risk Zone
cell_13.06_77.576,7240,Night Spillovers
cell_13.06_77.577,7241,Night Spillovers
cell_13.06_77.587,7242,Mixed Risk Zone
cell_13.06_77.588,7243,Night Spillovers
cell_13.06_77.589,7244,Mixed Risk Zone
cell_13.06_77.59,7245,Junction Choke Points
cell_13.06_77.593,7246,Night Spillovers
cell_13.06_77.649,7247,Night Spillovers
cell_13.06_77.652,7248,Night Spillovers
cell_13.06_77.653,7249,Night Spillovers
cell_13.06_77.743,7250,Mixed Risk Zone
cell_13.071_77.443,7251,Junction Choke Points
cell_13.071_77.504,7252,Mixed Risk Zone
cell_13.071_77.53,7253,Night Spillovers
cell_13.071_77.568,7254,Night Spillovers
cell_13.071_77.585,7255,Night Spillovers
cell_13.071_77.586,7256,Mixed Risk Zone
cell_13.071_77.587,7257,Junction Choke Points
cell_13.071_77.588,7258,Weekend Event Zones
cell_13.071_77.589,7259,Junction Choke Points
cell_13.071_77.591,7260,Night Spillovers
cell_13.071_77.592,7261,Night Spillovers
cell_13.071_77.593,7262,Night Spillovers
cell_13.071_77.608,7263,Mixed Risk Zone
cell_13.071_77.619,7264,Freight Obstruction Corridors
cell_13.071_77.621,7265,Night Spillovers
cell_13.071_77.634,7266,Night Spillovers
cell_13.071_77.636,7267,Night Spillovers
cell_13.071_77.651,7268,Night Spillovers
cell_13.072_77.443,7269,Junction Choke Points
cell_13.072_77.503,7270,Night Spillovers
cell_13.072_77.556,7271,Mixed Risk Zone
cell_13.072_77.573,7272,Night Spillovers
cell_13.072_77.585,7273,Night Spillovers
cell_13.072_77.586,7274,Night Spillovers
cell_13.072_77.587,7275,Night Spillovers
cell_13.072_77.588,7276,Junction Choke Points
cell_13.072_77.589,7277,Junction Choke Points
cell_13.072_77.59,7278,Night Spillovers
cell_13.072_77.591,7279,Junction Choke Points
cell_13.072_77.592,7280,Junction Choke Points
cell_13.072_77.593,7281,Night Spillovers
cell_13.072_77.605,7282,Night Spillovers
cell_13.072_77.606,7283,Night Spillovers
cell_13.072_77.608,7284,Mixed Risk Zone
cell_13.072_77.634,7285,Night Spillovers
cell_13.072_77.638,7286,Night Spillovers
cell_13.073_77.503,7287,Night Spillovers
cell_13.073_77.504,7288,Night Spillovers
cell_13.073_77.557,7289,Night Spillovers
cell_13.073_77.567,7290,Mixed Risk Zone
cell_13.073_77.585,7291,Night Spillovers
cell_13.073_77.588,7292,Night Spillovers
cell_13.073_77.589,7293,Night Spillovers
cell_13.073_77.59,7294,Night Spillovers
cell_13.073_77.591,7295,Mixed Risk Zone
cell_13.073_77.592,7296,Night Spillovers
cell_13.073_77.593,7297,Night Spillovers
cell_13.073_77.603,7298,Mixed Risk Zone
cell_13.073_77.604,7299,Night Spillovers
cell_13.073_77.634,7300,Night Spillovers
cell_13.074_77.557,7301,Night Spillovers
cell_13.074_77.588,7302,Night Spillovers
cell_13.074_77.593,7303,Night Spillovers
cell_13.074_77.634,7304,Night Spillovers
cell_13.074_77.652,7305,Night Spillovers
cell_13.075_77.558,7306,Night Spillovers
cell_13.075_77.588,7307,Night Spillovers
cell_13.075_77.592,7308,Mixed Risk Zone
cell_13.075_77.634,7309,Night Spillovers
cell_13.076_77.558,7310,Night Spillovers
cell_13.077_77.558,7311,Night Spillovers
cell_13.077_77.559,7312,Freight Obstruction Corridors
cell_13.077_77.593,7313,Night Spillovers
cell_13.078_77.559,7314,Freight Obstruction Corridors
cell_13.079_77.559,7315,Night Spillovers
cell_13.079_77.634,7316,Night Spillovers
cell_13.07_77.445,7317,Night Spillovers
cell_13.07_77.447,7318,Freight Obstruction Corridors
cell_13.07_77.504,7319,Night Spillovers
cell_13.07_77.529,7320,Mixed Risk Zone
cell_13.07_77.53,7321,Night Spillovers
cell_13.07_77.555,7322,Night Spillovers
cell_13.07_77.556,7323,Mixed Risk Zone
cell_13.07_77.581,7324,Night Spillovers
cell_13.07_77.585,7325,Night Spillovers
cell_13.07_77.586,7326,Night Spillovers
cell_13.07_77.587,7327,Junction Choke Points
cell_13.07_77.588,7328,Weekend Event Zones
cell_13.07_77.589,7329,Night Spillovers
cell_13.07_77.591,7330,Night Spillovers
cell_13.07_77.592,7331,Junction Choke Points
cell_13.07_77.593,7332,Night Spillovers
cell_13.07_77.594,7333,Night Spillovers
cell_13.07_77.602,7334,Night Spillovers
cell_13.07_77.622,7335,Night Spillovers
cell_13.07_77.623,7336,Night Spillovers
cell_13.07_77.634,7337,Night Spillovers
cell_13.081_77.502,7338,Freight Obstruction Corridors
cell_13.081_77.548,7339,Night Spillovers
cell_13.081_77.559,7340,Freight Obstruction Corridors
cell_13.081_77.56,7341,Night Spillovers
cell_13.081_77.593,7342,Mixed Risk Zone
cell_13.082_77.548,7343,Night Spillovers
cell_13.082_77.549,7344,Freight Obstruction Corridors
cell_13.082_77.594,7345,Night Spillovers
cell_13.082_77.635,7346,Night Spillovers
cell_13.083_77.549,7347,Night Spillovers
cell_13.083_77.56,7348,Night Spillovers
cell_13.083_77.637,7349,Night Spillovers
cell_13.083_77.638,7350,Mixed Risk Zone
cell_13.083_77.639,7351,Mixed Risk Zone
cell_13.084_77.583,7352,Night Spillovers
cell_13.084_77.635,7353,Night Spillovers
cell_13.084_77.636,7354,Mixed Risk Zone
cell_13.084_77.637,7355,Night Spillovers
cell_13.084_77.638,7356,Mixed Risk Zone
cell_13.084_77.639,7357,Night Spillovers
cell_13.085_77.486,7358,Night Spillovers
cell_13.085_77.553,7359,Freight Obstruction Corridors
cell_13.085_77.635,7360,Night Spillovers
cell_13.086_77.555,7361,Freight Obstruction Corridors
cell_13.086_77.635,7362,Night Spillovers
cell_13.087_77.635,7363,Night Spillovers
cell_13.088_77.495,7364,Night Spillovers
cell_13.088_77.635,7365,Night Spillovers
cell_13.08_77.502,7366,Freight Obstruction Corridors
cell_13.08_77.503,7367,Freight Obstruction Corridors
cell_13.08_77.548,7368,Night Spillovers
cell_13.08_77.558,7369,Mixed Risk Zone
cell_13.08_77.559,7370,Night Spillovers
cell_13.08_77.56,7371,Night Spillovers
cell_13.08_77.562,7372,Night Spillovers
cell_13.08_77.58,7373,Night Spillovers
cell_13.08_77.634,7374,Night Spillovers
cell_13.091_77.597,7375,Night Spillovers
cell_13.091_77.636,7376,Night Spillovers
cell_13.092_77.594,7377,Night Spillovers
cell_13.092_77.636,7378,Night Spillovers
cell_13.093_77.489,7379,Mixed Risk Zone
cell_13.093_77.594,7380,Night Spillovers
cell_13.093_77.595,7381,Night Spillovers
cell_13.093_77.596,7382,Night Spillovers
cell_13.094_77.581,7383,Night Spillovers
cell_13.094_77.582,7384,Night Spillovers
cell_13.094_77.594,7385,Night Spillovers
cell_13.094_77.595,7386,Night Spillovers
cell_13.094_77.596,7387,Mixed Risk Zone
cell_13.094_77.597,7388,Night Spillovers
cell_13.094_77.598,7389,Night Spillovers
cell_13.094_77.601,7390,Freight Obstruction Corridors
cell_13.094_77.636,7391,Night Spillovers
cell_13.095_77.58,7392,Night Spillovers
cell_13.095_77.581,7393,Night Spillovers
cell_13.095_77.583,7394,Night Spillovers
cell_13.095_77.594,7395,Night Spillovers
cell_13.095_77.595,7396,Night Spillovers
cell_13.095_77.597,7397,Mixed Risk Zone
cell_13.095_77.6,7398,Freight Obstruction Corridors
cell_13.095_77.601,7399,Freight Obstruction Corridors
cell_13.096_77.579,7400,Freight Obstruction Corridors
cell_13.096_77.583,7401,Night Spillovers
cell_13.096_77.584,7402,Night Spillovers
cell_13.096_77.598,7403,Freight Obstruction Corridors
cell_13.096_77.599,7404,Freight Obstruction Corridors
cell_13.096_77.6,7405,Freight Obstruction Corridors
cell_13.096_77.601,7406,Freight Obstruction Corridors
cell_13.097_77.578,7407,Night Spillovers
cell_13.097_77.584,7408,Night Spillovers
cell_13.097_77.592,7409,Freight Obstruction Corridors
cell_13.097_77.599,7410,Freight Obstruction Corridors
cell_13.097_77.6,7411,Freight Obstruction Corridors
cell_13.098_77.563,7412,Night Spillovers
cell_13.098_77.564,7413,Night Spillovers
cell_13.098_77.566,7414,Night Spillovers
cell_13.098_77.567,7415,Night Spillovers
cell_13.098_77.568,7416,Freight Obstruction Corridors
cell_13.098_77.569,7417,Night Spillovers
cell_13.098_77.57,7418,Night Spillovers
cell_13.098_77.573,7419,Night Spillovers
cell_13.098_77.574,7420,Night Spillovers
cell_13.098_77.577,7421,Night Spillovers
cell_13.098_77.578,7422,Night Spillovers
cell_13.098_77.584,7423,Night Spillovers
cell_13.098_77.585,7424,Night Spillovers
cell_13.098_77.598,7425,Night Spillovers
cell_13.098_77.599,7426,Freight Obstruction Corridors
cell_13.099_77.57,7427,Freight Obstruction Corridors
cell_13.099_77.573,7428,Night Spillovers
cell_13.099_77.574,7429,Night Spillovers
cell_13.099_77.576,7430,Night Spillovers
cell_13.099_77.577,7431,Night Spillovers
cell_13.099_77.578,7432,Night Spillovers
cell_13.099_77.585,7433,Night Spillovers
cell_13.099_77.586,7434,Freight Obstruction Corridors
cell_13.099_77.587,7435,Night Spillovers
cell_13.099_77.588,7436,Night Spillovers
cell_13.099_77.589,7437,Night Spillovers
cell_13.099_77.597,7438,Night Spillovers
cell_13.099_77.598,7439,Night Spillovers
cell_13.09_77.557,7440,Freight Obstruction Corridors
cell_13.09_77.636,7441,Night Spillovers
cell_13.0_77.485,7442,Mixed Risk Zone
cell_13.0_77.488,7443,Night Spillovers
cell_13.0_77.489,7444,Night Spillovers
cell_13.0_77.524,7445,Junction Choke Points
cell_13.0_77.525,7446,Night Spillovers
cell_13.0_77.526,7447,Night Spillovers
cell_13.0_77.533,7448,Night Spillovers
cell_13.0_77.534,7449,Freight Obstruction Corridors
cell_13.0_77.541,7450,Junction Choke Points
cell_13.0_77.548,7451,Freight Obstruction Corridors
cell_13.0_77.549,7452,Junction Choke Points
cell_13.0_77.55,7453,Weekend Event Zones
cell_13.0_77.551,7454,Weekend Event Zones
cell_13.0_77.552,7455,Commercial Arteries
cell_13.0_77.553,7456,Commercial Arteries
cell_13.0_77.558,7457,Commercial Arteries
cell_13.0_77.564,7458,Commercial Arteries
cell_13.0_77.568,7459,Commercial Arteries
cell_13.0_77.569,7460,Commercial Arteries
cell_13.0_77.57,7461,Commercial Arteries
cell_13.0_77.571,7462,Weekend Event Zones
cell_13.0_77.572,7463,Junction Choke Points
cell_13.0_77.573,7464,Night Spillovers
cell_13.0_77.575,7465,Night Spillovers
cell_13.0_77.584,7466,Freight Obstruction Corridors
cell_13.0_77.595,7467,Night Spillovers
cell_13.0_77.596,7468,Night Spillovers
cell_13.0_77.597,7469,Junction Choke Points
cell_13.0_77.599,7470,Night Spillovers
cell_13.0_77.6,7471,Freight Obstruction Corridors
cell_13.0_77.611,7472,Junction Choke Points
cell_13.0_77.612,7473,Night Spillovers
cell_13.0_77.614,7474,Freight Obstruction Corridors
cell_13.0_77.615,7475,Night Spillovers
cell_13.0_77.616,7476,Mixed Risk Zone
cell_13.0_77.617,7477,Night Spillovers
cell_13.0_77.618,7478,Night Spillovers
cell_13.0_77.619,7479,Mixed Risk Zone
cell_13.0_77.62,7480,Night Spillovers
cell_13.0_77.621,7481,Night Spillovers
cell_13.0_77.622,7482,Night Spillovers
cell_13.0_77.623,7483,Night Spillovers
cell_13.0_77.625,7484,Night Spillovers
cell_13.0_77.626,7485,Night Spillovers
cell_13.0_77.674,7486,Freight Obstruction Corridors
cell_13.0_77.675,7487,Freight Obstruction Corridors
cell_13.0_77.676,7488,Junction Choke Points
cell_13.0_77.677,7489,Weekend Event Zones
cell_13.0_77.678,7490,Junction Choke Points
cell_13.0_77.679,7491,Freight Obstruction Corridors
cell_13.0_77.68,7492,Night Spillovers
cell_13.0_77.681,7493,Freight Obstruction Corridors
cell_13.0_77.682,7494,Freight Obstruction Corridors
cell_13.0_77.684,7495,Night Spillovers
cell_13.0_77.685,7496,Freight Obstruction Corridors
cell_13.0_77.686,7497,Night Spillovers
cell_13.0_77.687,7498,Night Spillovers
cell_13.0_77.688,7499,Night Spillovers
cell_13.0_77.691,7500,Night Spillovers
cell_13.0_77.692,7501,Freight Obstruction Corridors
cell_13.101_77.582,7502,Night Spillovers
cell_13.101_77.583,7503,Night Spillovers
cell_13.101_77.588,7504,Night Spillovers
cell_13.102_77.586,7505,Night Spillovers
cell_13.102_77.599,7506,Night Spillovers
cell_13.102_77.632,7507,Freight Obstruction Corridors
cell_13.103_77.584,7508,Night Spillovers
cell_13.103_77.615,7509,Night Spillovers
cell_13.104_77.584,7510,Freight Obstruction Corridors
cell_13.104_77.585,7511,Mixed Risk Zone
cell_13.104_77.6,7512,Freight Obstruction Corridors
cell_13.104_77.601,7513,Night Spillovers
cell_13.104_77.604,7514,Mixed Risk Zone
cell_13.104_77.605,7515,Mixed Risk Zone
cell_13.104_77.614,7516,Night Spillovers
cell_13.105_77.6,7517,Junction Choke Points
cell_13.105_77.601,7518,Mixed Risk Zone
cell_13.106_77.581,7519,Night Spillovers
cell_13.106_77.582,7520,Freight Obstruction Corridors
cell_13.106_77.6,7521,Night Spillovers
cell_13.106_77.601,7522,Night Spillovers
cell_13.107_77.602,7523,Night Spillovers
cell_13.107_77.603,7524,Freight Obstruction Corridors
cell_13.108_77.603,7525,Junction Choke Points
cell_13.108_77.604,7526,Freight Obstruction Corridors
cell_13.109_77.603,7527,Freight Obstruction Corridors
cell_13.109_77.604,7528,Night Spillovers
cell_13.111_77.58,7529,Freight Obstruction Corridors
cell_13.111_77.604,7530,Junction Choke Points
cell_13.111_77.605,7531,Night Spillovers
cell_13.112_77.605,7532,Night Spillovers
cell_13.113_77.606,7533,Night Spillovers
cell_13.114_77.579,7534,Night Spillovers
cell_13.114_77.607,7535,Night Spillovers
cell_13.114_77.634,7536,Night Spillovers
cell_13.115_77.578,7537,Night Spillovers
cell_13.115_77.579,7538,Night Spillovers
cell_13.115_77.607,7539,Junction Choke Points
cell_13.116_77.578,7540,Night Spillovers
cell_13.116_77.607,7541,Junction Choke Points
cell_13.116_77.608,7542,Night Spillovers
cell_13.117_77.578,7543,Freight Obstruction Corridors
cell_13.117_77.608,7544,Night Spillovers
cell_13.118_77.577,7545,Night Spillovers
cell_13.118_77.578,7546,Freight Obstruction Corridors
