spatial_cell,embedding_row,archetype_name
cell_12.977_77.654,3991,Night Spillovers
cell_12.977_77.655,3992,Night Spillovers
cell_12.977_77.696,3993,Junction Choke Points
cell_12.977_77.697,3994,Night Spillovers
cell_12.977_77.71,3995,Commercial Arteries
cell_12.977_77.711,3996,Commercial Arteries
cell_12.977_77.715,3997,Freight Obstruction Corridors
cell_12.977_77.718,3998,Night Spillovers
cell_12.977_77.721,3999,Junction Choke Points
cell_12.977_77.734,4000,Night Spillovers
cell_12.977_77.751,4001,Night Spillovers
cell_12.978_77.51,4002,Night Spillovers
cell_12.978_77.516,4003,Night Spillovers
cell_12.978_77.542,4004,Junction Choke Points
cell_12.978_77.543,4005,Junction Choke Points
cell_12.978_77.544,4006,Junction Choke Points
cell_12.978_77.545,4007,Junction Choke Points
cell_12.978_77.546,4008,Junction Choke Points
cell_12.978_77.548,4009,Freight Obstruction Corridors
cell_12.978_77.549,4010,Junction Choke Points
cell_12.978_77.55,4011,Junction Choke Points
cell_12.978_77.551,4012,Junction Choke Points
cell_12.978_77.553,4013,Junction Choke Points
cell_12.978_77.554,4014,Junction Choke Points
cell_12.978_77.561,4015,Junction Choke Points
cell_12.978_77.563,4016,Mixed Risk Zone
cell_12.978_77.564,4017,Junction Choke Points
cell_12.978_77.565,4018,Junction Choke Points
cell_12.978_77.57,4019,Freight Obstruction Corridors
cell_12.978_77.571,4020,Junction Choke Points
cell_12.978_77.572,4021,Commercial Arteries
cell_12.978_77.573,4022,Commercial Arteries
cell_12.978_77.574,4023,Weekend Event Zones
cell_12.978_77.575,4024,Weekend Event Zones
cell_12.978_77.576,4025,Weekend Event Zones
cell_12.978_77.577,4026,Weekend Event Zones
cell_12.978_77.578,4027,Weekend Event Zones
cell_12.978_77.579,4028,Weekend Event Zones
cell_12.978_77.58,4029,Weekend Event Zones
cell_12.978_77.581,4030,Commercial Arteries
cell_12.978_77.582,4031,Freight Obstruction Corridors
cell_12.978_77.583,4032,Commercial Arteries
cell_12.978_77.588,4033,Junction Choke Points
cell_12.978_77.589,4034,Junction Choke Points
cell_12.978_77.59,4035,Junction Choke Points
cell_12.978_77.591,4036,Junction Choke Points
cell_12.978_77.592,4037,Junction Choke Points
cell_12.978_77.593,4038,Freight Obstruction Corridors
cell_12.978_77.599,4039,Junction Choke Points
cell_12.978_77.601,4040,Junction Choke Points
cell_12.978_77.606,4041,Commercial Arteries
cell_12.978_77.607,4042,Commercial Arteries
cell_12.978_77.608,4043,Commercial Arteries
cell_12.978_77.609,4044,Commercial Arteries
cell_12.978_77.61,4045,Commercial Arteries
cell_12.978_77.615,4046,Commercial Arteries
cell_12.978_77.627,4047,Night Spillovers
cell_12.978_77.628,4048,Night Spillovers
cell_12.978_77.629,4049,Junction Choke Points
cell_12.978_77.631,4050,Night Spillovers
cell_12.978_77.633,4051,Night Spillovers
cell_12.978_77.634,4052,Junction Choke Points
cell_12.978_77.635,4053,Night Spillovers
cell_12.978_77.636,4054,Night Spillovers
cell_12.978_77.637,4055,Night Spillovers
cell_12.978_77.638,4056,Night Spillovers
cell_12.978_77.639,4057,Night Spillovers
cell_12.978_77.64,4058,Night Spillovers
cell_12.978_77.641,4059,Night Spillovers
cell_12.978_77.642,4060,Night Spillovers
cell_12.978_77.643,4061,Night Spillovers
cell_12.978_77.645,4062,Night Spillovers
cell_12.978_77.646,4063,Night Spillovers
cell_12.978_77.654,4064,Night Spillovers
cell_12.978_77.655,4065,Night Spillovers
cell_12.978_77.694,4066,Freight Obstruction Corridors
cell_12.978_77.695,4067,Freight Obstruction Corridors
cell_12.978_77.696,4068,Junction Choke Points
cell_12.978_77.697,4069,Night Spillovers
cell_12.978_77.698,4070,Night Spillovers
cell_12.978_77.71,4071,Junction Choke Points
cell_12.978_77.712,4072,Commercial Arteries
cell_12.978_77.713,4073,Junction Choke Points
cell_12.978_77.714,4074,Freight Obstruction Corridors
cell_12.978_77.715,4075,Freight Obstruction Corridors
cell_12.978_77.716,4076,Freight Obstruction Corridors
cell_12.978_77.751,4077,Junction Choke Points
cell_12.979_77.512,4078,Night Spillovers
cell_12.979_77.54,4079,Junction Choke Points
cell_12.979_77.541,4080,Junction Choke Points
cell_12.979_77.542,4081,Junction Choke Points
cell_12.979_77.543,4082,Junction Choke Points
cell_12.979_77.544,4083,Junction Choke Points
cell_12.979_77.549,4084,Junction Choke Points
cell_12.979_77.553,4085,Junction Choke Points
cell_12.979_77.554,4086,Junction Choke Points
cell_12.979_77.559,4087,Night Spillovers
cell_12.979_77.564,4088,Junction Choke Points
cell_12.979_77.565,4089,Junction Choke Points
cell_12.979_77.57,4090,Freight Obstruction Corridors
cell_12.979_77.571,4091,Junction Choke Points
cell_12.979_77.572,4092,Commercial Arteries
cell_12.979_77.573,4093,Weekend Event Zones
cell_12.979_77.574,4094,Commercial Arteries
cell_12.979_77.575,4095,Weekend Event Zones
cell_12.979_77.576,4096,Commercial Arteries
cell_12.979_77.577,4097,Weekend Event Zones
cell_12.979_77.578,4098,Weekend Event Zones
cell_12.979_77.579,4099,Weekend Event Zones
cell_12.979_77.58,4100,Weekend Event Zones
cell_12.979_77.581,4101,Weekend Event Zones
cell_12.979_77.582,4102,Commercial Arteries
cell_12.979_77.583,4103,Commercial Arteries
cell_12.979_77.587,4104,Junction Choke Points
cell_12.979_77.588,4105,Junction Choke Points
cell_12.979_77.59,4106,Junction Choke Points
cell_12.979_77.591,4107,Junction Choke Points
cell_12.979_77.592,4108,Junction Choke Points
cell_12.979_77.596,4109,Freight Obstruction Corridors
cell_12.979_77.601,4110,Junction Choke Points
cell_12.979_77.602,4111,Commercial Arteries
cell_12.979_77.603,4112,Commercial Arteries
cell_12.979_77.604,4113,Commercial Arteries
cell_12.979_77.605,4114,Commercial Arteries
cell_12.979_77.606,4115,Commercial Arteries
cell_12.979_77.607,4116,Weekend Event Zones
cell_12.979_77.609,4117,Commercial Arteries
cell_12.979_77.61,4118,Commercial Arteries
cell_12.979_77.614,4119,Commercial Arteries
cell_12.979_77.615,4120,Night Spillovers
cell_12.979_77.628,4121,Night Spillovers
cell_12.979_77.629,4122,Junction Choke Points
cell_12.979_77.63,4123,Junction Choke Points
cell_12.979_77.633,4124,Night Spillovers
cell_12.979_77.636,4125,Mixed Risk Zone
cell_12.979_77.637,4126,Night Spillovers
cell_12.979_77.638,4127,Night Spillovers
cell_12.979_77.639,4128,Night Spillovers
cell_12.979_77.64,4129,Night Spillovers
cell_12.979_77.641,4130,Junction Choke Points
cell_12.979_77.642,4131,Night Spillovers
cell_12.979_77.643,4132,Night Spillovers
cell_12.979_77.644,4133,Night Spillovers
cell_12.979_77.645,4134,Night Spillovers
cell_12.979_77.646,4135,Night Spillovers
cell_12.979_77.653,4136,Night Spillovers
cell_12.979_77.654,4137,Night Spillovers
cell_12.979_77.68,4138,Night Spillovers
cell_12.979_77.694,4139,Junction Choke Points
cell_12.979_77.695,4140,Junction Choke Points
cell_12.979_77.696,4141,Night Spillovers
cell_12.979_77.697,4142,Night Spillovers
cell_12.979_77.709,4143,Night Spillovers
cell_12.979_77.71,4144,Junction Choke Points
cell_12.979_77.711,4145,Junction Choke Points
cell_12.979_77.722,4146,Night Spillovers
cell_12.979_77.734,4147,Mixed Risk Zone
cell_12.979_77.751,4148,Night Spillovers
cell_12.97_77.492,4149,Night Spillovers
cell_12.97_77.493,4150,Night Spillovers
cell_12.97_77.497,4151,Mixed Risk Zone
cell_12.97_77.498,4152,Night Spillovers
cell_12.97_77.499,4153,Mixed Risk Zone
cell_12.97_77.511,4154,Mixed Risk Zone
cell_12.97_77.537,4155,Junction Choke Points
cell_12.97_77.546,4156,Junction Choke Points
cell_12.97_77.549,4157,Junction Choke Points
cell_12.97_77.552,4158,Freight Obstruction Corridors
cell_12.97_77.565,4159,Night Spillovers
cell_12.97_77.566,4160,Night Spillovers
cell_12.97_77.567,4161,Freight Obstruction Corridors
cell_12.97_77.568,4162,Night Spillovers
cell_12.97_77.569,4163,Freight Obstruction Corridors
cell_12.97_77.57,4164,Night Spillovers
cell_12.97_77.572,4165,Night Spillovers
cell_12.97_77.574,4166,Junction Choke Points
cell_12.97_77.575,4167,Commercial Arteries
cell_12.97_77.576,4168,Weekend Event Zones
cell_12.97_77.579,4169,Commercial Arteries
cell_12.97_77.58,4170,Junction Choke Points
cell_12.97_77.583,4171,Junction Choke Points
cell_12.97_77.584,4172,Junction Choke Points
cell_12.97_77.585,4173,Junction Choke Points
cell_12.97_77.587,4174,Junction Choke Points
cell_12.97_77.591,4175,Junction Choke Points
cell_12.97_77.592,4176,Junction Choke Points
cell_12.97_77.598,4177,Junction Choke Points
cell_12.97_77.6,4178,Junction Choke Points
cell_12.97_77.601,4179,Junction Choke Points
cell_12.97_77.602,4180,Freight Obstruction Corridors
cell_12.97_77.603,4181,Junction Choke Points
cell_12.97_77.606,4182,Freight Obstruction Corridors
cell_12.97_77.607,4183,Night Spillovers
cell_12.97_77.61,4184,Night Spillovers
cell_12.97_77.615,4185,Junction Choke Points
cell_12.97_77.619,4186,Freight Obstruction Corridors
cell_12.97_77.62,4187,Junction Choke Points
cell_12.97_77.626,4188,Junction Choke Points
cell_12.97_77.628,4189,Night Spillovers
cell_12.97_77.629,4190,Night Spillovers
cell_12.97_77.63,4191,Night Spillovers
cell_12.97_77.631,4192,Night Spillovers
cell_12.97_77.632,4193,Night Spillovers
cell_12.97_77.634,4194,Mixed Risk Zone
cell_12.97_77.635,4195,Night Spillovers
cell_12.97_77.636,4196,Night Spillovers
cell_12.97_77.637,4197,Night Spillovers
cell_12.97_77.638,4198,Night Spillovers
cell_12.97_77.639,4199,Night Spillovers
cell_12.97_77.64,4200,Night Spillovers
cell_12.97_77.641,4201,Junction Choke Points
cell_12.97_77.642,4202,Night Spillovers
cell_12.97_77.643,4203,Mixed Risk Zone
cell_12.97_77.644,4204,Mixed Risk Zone
cell_12.97_77.645,4205,Junction Choke Points
cell_12.97_77.646,4206,Junction Choke Points
cell_12.97_77.647,4207,Junction Choke Points
cell_12.97_77.648,4208,Night Spillovers
cell_12.97_77.655,4209,Night Spillovers
cell_12.97_77.7,4210,Commercial Arteries
cell_12.97_77.701,4211,Commercial Arteries
cell_12.97_77.711,4212,Commercial Arteries
cell_12.97_77.712,4213,Commercial Arteries
cell_12.97_77.713,4214,Commercial Arteries
cell_12.97_77.732,4215,Freight Obstruction Corridors
cell_12.97_77.735,4216,Night Spillovers
cell_12.97_77.742,4217,Night Spillovers
cell_12.97_77.75,4218,Night Spillovers
cell_12.981_77.517,4219,Freight Obstruction Corridors
cell_12.981_77.535,4220,Commercial Arteries
cell_12.981_77.536,4221,Junction Choke Points
cell_12.981_77.537,4222,Freight Obstruction Corridors
cell_12.981_77.548,4223,Junction Choke Points
cell_12.981_77.549,4224,Junction Choke Points
cell_12.981_77.55,4225,Junction Choke Points
cell_12.981_77.551,4226,Junction Choke Points
cell_12.981_77.552,4227,Junction Choke Points
cell_12.981_77.553,4228,Junction Choke Points
cell_12.981_77.554,4229,Junction Choke Points
cell_12.981_77.556,4230,Freight Obstruction Corridors
cell_12.981_77.557,4231,Junction Choke Points
cell_12.981_77.558,4232,Weekend Event Zones
cell_12.981_77.559,4233,Junction Choke Points
cell_12.981_77.56,4234,Junction Choke Points
cell_12.981_77.563,4235,Night Spillovers
cell_12.981_77.564,4236,Night Spillovers
cell_12.981_77.572,4237,Junction Choke Points
cell_12.981_77.573,4238,Junction Choke Points
cell_12.981_77.574,4239,Commercial Arteries
cell_12.981_77.575,4240,Weekend Event Zones
cell_12.981_77.576,4241,Commercial Arteries
cell_12.981_77.577,4242,Junction Choke Points
cell_12.981_77.578,4243,Junction Choke Points
cell_12.981_77.579,4244,Junction Choke Points
cell_12.981_77.58,4245,Junction Choke Points
cell_12.981_77.586,4246,Junction Choke Points
cell_12.981_77.588,4247,Junction Choke Points
cell_12.981_77.589,4248,Junction Choke Points
cell_12.981_77.592,4249,Junction Choke Points
cell_12.981_77.593,4250,Junction Choke Points
cell_12.981_77.594,4251,Junction Choke Points
cell_12.981_77.595,4252,Junction Choke Points
cell_12.981_77.597,4253,Junction Choke Points
cell_12.981_77.598,4254,Weekend Event Zones
cell_12.981_77.599,4255,Weekend Event Zones
cell_12.981_77.601,4256,Commercial Arteries
cell_12.981_77.602,4257,Commercial Arteries
cell_12.981_77.603,4258,Weekend Event Zones
cell_12.981_77.604,4259,Commercial Arteries
cell_12.981_77.605,4260,Commercial Arteries
cell_12.981_77.606,4261,Commercial Arteries
cell_12.981_77.607,4262,Commercial Arteries
cell_12.981_77.608,4263,Weekend Event Zones
cell_12.981_77.609,4264,Weekend Event Zones
cell_12.981_77.61,4265,Weekend Event Zones
cell_12.981_77.611,4266,Weekend Event Zones
cell_12.981_77.612,4267,Commercial Arteries
cell_12.981_77.613,4268,Commercial Arteries
cell_12.981_77.614,4269,Commercial Arteries
cell_12.981_77.615,4270,Commercial Arteries
cell_12.981_77.616,4271,Night Spillovers
cell_12.981_77.623,4272,Night Spillovers
cell_12.981_77.629,4273,Junction Choke Points
cell_12.981_77.63,4274,Junction Choke Points
cell_12.981_77.631,4275,Junction Choke Points
cell_12.981_77.634,4276,Night Spillovers
cell_12.981_77.637,4277,Night Spillovers
cell_12.981_77.64,4278,Night Spillovers
cell_12.981_77.641,4279,Junction Choke Points
cell_12.981_77.646,4280,Night Spillovers
cell_12.981_77.651,4281,Freight Obstruction Corridors
cell_12.981_77.652,4282,Night Spillovers
cell_12.981_77.656,4283,Night Spillovers
cell_12.981_77.657,4284,Night Spillovers
cell_12.981_77.693,4285,Junction Choke Points
cell_12.981_77.694,4286,Night Spillovers
cell_12.981_77.695,4287,Night Spillovers
cell_12.981_77.709,4288,Night Spillovers
cell_12.981_77.712,4289,Night Spillovers
cell_12.981_77.718,4290,Night Spillovers
cell_12.981_77.719,4291,Night Spillovers
cell_12.981_77.72,4292,Night Spillovers
cell_12.981_77.721,4293,Night Spillovers
cell_12.981_77.724,4294,Night Spillovers
cell_12.981_77.727,4295,Night Spillovers
cell_12.981_77.752,4296,Freight Obstruction Corridors
cell_12.982_77.511,4297,Night Spillovers
cell_12.982_77.52,4298,Freight Obstruction Corridors
cell_12.982_77.531,4299,Night Spillovers
cell_12.982_77.532,4300,Night Spillovers
cell_12.982_77.533,4301,Night Spillovers
cell_12.982_77.534,4302,Night Spillovers
cell_12.982_77.549,4303,Junction Choke Points
cell_12.982_77.558,4304,Freight Obstruction Corridors
cell_12.982_77.559,4305,Junction Choke Points
cell_12.982_77.56,4306,Junction Choke Points
cell_12.982_77.561,4307,Freight Obstruction Corridors
cell_12.982_77.562,4308,Junction Choke Points
cell_12.982_77.563,4309,Junction Choke Points
cell_12.982_77.564,4310,Junction Choke Points
cell_12.982_77.565,4311,Night Spillovers
cell_12.982_77.566,4312,Night Spillovers
cell_12.982_77.568,4313,Freight Obstruction Corridors
cell_12.982_77.572,4314,Junction Choke Points
cell_12.982_77.573,4315,Junction Choke Points
cell_12.982_77.574,4316,Junction Choke Points
cell_12.982_77.575,4317,Junction Choke Points
cell_12.982_77.576,4318,Junction Choke Points
cell_12.982_77.581,4319,Junction Choke Points
cell_12.982_77.587,4320,Junction Choke Points
cell_12.982_77.588,4321,Junction Choke Points
cell_12.982_77.589,4322,Junction Choke Points
cell_12.982_77.594,4323,Junction Choke Points
cell_12.982_77.595,4324,Junction Choke Points
cell_12.982_77.596,4325,Junction Choke Points
cell_12.982_77.597,4326,Commercial Arteries
cell_12.982_77.598,4327,Commercial Arteries
cell_12.982_77.599,4328,Weekend Event Zones
cell_12.982_77.6,4329,Commercial Arteries
cell_12.982_77.601,4330,Commercial Arteries
cell_12.982_77.602,4331,Commercial Arteries
cell_12.982_77.603,4332,Commercial Arteries
cell_12.982_77.604,4333,Commercial Arteries
cell_12.982_77.605,4334,Commercial Arteries
cell_12.982_77.606,4335,Weekend Event Zones
cell_12.982_77.607,4336,Weekend Event Zones
cell_12.982_77.608,4337,Weekend Event Zones
cell_12.982_77.609,4338,Weekend Event Zones
cell_12.982_77.61,4339,Weekend Event Zones
cell_12.982_77.611,4340,Weekend Event Zones
cell_12.982_77.612,4341,Weekend Event Zones
cell_12.982_77.613,4342,Commercial Arteries
cell_12.982_77.614,4343,Commercial Arteries
cell_12.982_77.623,4344,Night Spillovers
cell_12.982_77.624,4345,Night Spillovers
cell_12.982_77.625,4346,Night Spillovers
cell_12.982_77.627,4347,Freight Obstruction Corridors
cell_12.982_77.628,4348,Night Spillovers
cell_12.982_77.629,4349,Freight Obstruction Corridors
cell_12.982_77.63,4350,Freight Obstruction Corridors
cell_12.982_77.631,4351,Night Spillovers
cell_12.982_77.634,4352,Night Spillovers
cell_12.982_77.638,4353,Junction Choke Points
cell_12.982_77.639,4354,Freight Obstruction Corridors
cell_12.982_77.64,4355,Night Spillovers
cell_12.982_77.641,4356,Freight Obstruction Corridors
cell_12.982_77.646,4357,Night Spillovers
cell_12.982_77.693,4358,Junction Choke Points
cell_12.982_77.696,4359,Night Spillovers
cell_12.982_77.708,4360,Night Spillovers
cell_12.982_77.709,4361,Night Spillovers
cell_12.982_77.716,4362,Night Spillovers
cell_12.982_77.72,4363,Night Spillovers
cell_12.982_77.752,4364,Night Spillovers
cell_12.983_77.52,4365,Night Spillovers
cell_12.983_77.53,4366,Mixed Risk Zone
cell_12.983_77.531,4367,Night Spillovers
cell_12.983_77.537,4368,Freight Obstruction Corridors
cell_12.983_77.549,4369,Junction Choke Points
cell_12.983_77.55,4370,Junction Choke Points
cell_12.983_77.554,4371,Night Spillovers
cell_12.983_77.559,4372,Junction Choke Points
cell_12.983_77.56,4373,Junction Choke Points
cell_12.983_77.561,4374,Junction Choke Points
cell_12.983_77.562,4375,Junction Choke Points
cell_12.983_77.563,4376,Junction Choke Points
cell_12.983_77.564,4377,Junction Choke Points
cell_12.983_77.568,4378,Night Spillovers
cell_12.983_77.571,4379,Junction Choke Points
cell_12.983_77.573,4380,Junction Choke Points
cell_12.983_77.574,4381,Junction Choke Points
cell_12.983_77.575,4382,Junction Choke Points
cell_12.983_77.576,4383,Junction Choke Points
cell_12.983_77.577,4384,Junction Choke Points
cell_12.983_77.578,4385,Junction Choke Points
cell_12.983_77.586,4386,Junction Choke Points
cell_12.983_77.587,4387,Junction Choke Points
cell_12.983_77.588,4388,Junction Choke Points
cell_12.983_77.589,4389,Junction Choke Points
cell_12.983_77.592,4390,Junction Choke Points
cell_12.983_77.593,4391,Junction Choke Points
cell_12.983_77.594,4392,Junction Choke Points
cell_12.983_77.595,4393,Junction Choke Points
cell_12.983_77.596,4394,Junction Choke Points
cell_12.983_77.597,4395,Junction Choke Points
cell_12.983_77.598,4396,Commercial Arteries
cell_12.983_77.599,4397,Commercial Arteries
cell_12.983_77.6,4398,Commercial Arteries
cell_12.983_77.601,4399,Commercial Arteries
cell_12.983_77.602,4400,Commercial Arteries
cell_12.983_77.603,4401,Commercial Arteries
cell_12.983_77.604,4402,Commercial Arteries
cell_12.983_77.606,4403,Commercial Arteries
cell_12.983_77.607,4404,Weekend Event Zones
cell_12.983_77.608,4405,Commercial Arteries
cell_12.983_77.609,4406,Commercial Arteries
cell_12.983_77.61,4407,Commercial Arteries
cell_12.983_77.611,4408,Weekend Event Zones
cell_12.983_77.612,4409,Commercial Arteries
cell_12.983_77.613,4410,Commercial Arteries
cell_12.983_77.614,4411,Night Spillovers
cell_12.983_77.615,4412,Freight Obstruction Corridors
cell_12.983_77.616,4413,Night Spillovers
cell_12.983_77.617,4414,Night Spillovers
cell_12.983_77.625,4415,Freight Obstruction Corridors
cell_12.983_77.64,4416,Night Spillovers
cell_12.983_77.641,4417,Night Spillovers
cell_12.983_77.68,4418,Night Spillovers
cell_12.983_77.708,4419,Junction Choke Points
cell_12.983_77.709,4420,Freight Obstruction Corridors
cell_12.983_77.729,4421,Night Spillovers
cell_12.983_77.752,4422,Junction Choke Points
cell_12.983_77.768,4423,Night Spillovers
cell_12.983_77.769,4424,Mixed Risk Zone
cell_12.983_77.772,4425,Mixed Risk Zone
cell_12.984_77.526,4426,Mixed Risk Zone
cell_12.984_77.528,4427,Night Spillovers
cell_12.984_77.529,4428,Night Spillovers
cell_12.984_77.53,4429,Freight Obstruction Corridors
cell_12.984_77.537,4430,Junction Choke Points
cell_12.984_77.548,4431,Junction Choke Points
cell_12.984_77.549,4432,Junction Choke Points
cell_12.984_77.554,4433,Junction Choke Points
cell_12.984_77.555,4434,Junction Choke Points
cell_12.984_77.557,4435,Junction Choke Points
cell_12.984_77.558,4436,Junction Choke Points
cell_12.984_77.559,4437,Junction Choke Points
cell_12.984_77.56,4438,Junction Choke Points
cell_12.984_77.561,4439,Freight Obstruction Corridors
cell_12.984_77.568,4440,Freight Obstruction Corridors
cell_12.984_77.572,4441,Junction Choke Points
cell_12.984_77.574,4442,Mixed Risk Zone
cell_12.984_77.577,4443,Junction Choke Points
cell_12.984_77.578,4444,Junction Choke Points
cell_12.984_77.579,4445,Junction Choke Points
cell_12.984_77.58,4446,Junction Choke Points
cell_12.984_77.581,4447,Junction Choke Points
cell_12.984_77.582,4448,Junction Choke Points
cell_12.984_77.583,4449,Junction Choke Points
cell_12.984_77.585,4450,Junction Choke Points
cell_12.984_77.586,4451,Junction Choke Points
cell_12.984_77.587,4452,Freight Obstruction Corridors
cell_12.984_77.59,4453,Junction Choke Points
cell_12.984_77.593,4454,Junction Choke Points
cell_12.984_77.594,4455,Junction Choke Points
cell_12.984_77.598,4456,Commercial Arteries
cell_12.984_77.599,4457,Commercial Arteries
cell_12.984_77.6,4458,Commercial Arteries
cell_12.984_77.601,4459,Commercial Arteries
cell_12.984_77.602,4460,Commercial Arteries
cell_12.984_77.603,4461,Weekend Event Zones
cell_12.984_77.604,4462,Weekend Event Zones
cell_12.984_77.605,4463,Weekend Event Zones
cell_12.984_77.606,4464,Commercial Arteries
cell_12.984_77.607,4465,Commercial Arteries
cell_12.984_77.608,4466,Commercial Arteries
cell_12.984_77.609,4467,Commercial Arteries
cell_12.984_77.61,4468,Commercial Arteries
cell_12.984_77.611,4469,Commercial Arteries
cell_12.984_77.612,4470,Commercial Arteries
cell_12.984_77.614,4471,Night Spillovers
cell_12.984_77.617,4472,Night Spillovers
cell_12.984_77.64,4473,Night Spillovers
cell_12.984_77.641,4474,Night Spillovers
cell_12.984_77.645,4475,Night Spillovers
cell_12.984_77.649,4476,Freight Obstruction Corridors
cell_12.984_77.679,4477,Night Spillovers
cell_12.984_77.68,4478,Night Spillovers
cell_12.984_77.692,4479,Night Spillovers
cell_12.984_77.708,4480,Night Spillovers
cell_12.984_77.709,4481,Night Spillovers
cell_12.984_77.728,4482,Night Spillovers
cell_12.984_77.729,4483,Night Spillovers
cell_12.984_77.751,4484,Night Spillovers
cell_12.984_77.752,4485,Freight Obstruction Corridors
cell_12.984_77.753,4486,Night Spillovers
cell_12.984_77.768,4487,Night Spillovers
cell_12.985_77.48,4488,Junction Choke Points
cell_12.985_77.481,4489,Night Spillovers
cell_12.985_77.483,4490,Night Spillovers
cell_12.985_77.485,4491,Night Spillovers
cell_12.985_77.524,4492,Night Spillovers
cell_12.985_77.525,4493,Night Spillovers
cell_12.985_77.526,4494,Night Spillovers
cell_12.985_77.527,4495,Night Spillovers
cell_12.985_77.528,4496,Night Spillovers
cell_12.985_77.537,4497,Junction Choke Points
cell_12.985_77.545,4498,Junction Choke Points
cell_12.985_77.546,4499,Junction Choke Points
cell_12.985_77.547,4500,Junction Choke Points
cell_12.985_77.548,4501,Junction Choke Points
cell_12.985_77.549,4502,Junction Choke Points
cell_12.985_77.55,4503,Night Spillovers
cell_12.985_77.552,4504,Junction Choke Points
cell_12.985_77.553,4505,Junction Choke Points
cell_12.985_77.554,4506,Junction Choke Points
cell_12.985_77.555,4507,Junction Choke Points
cell_12.985_77.556,4508,Junction Choke Points
cell_12.985_77.557,4509,Junction Choke Points
cell_12.985_77.558,4510,Junction Choke Points
cell_12.985_77.56,4511,Junction Choke Points
cell_12.985_77.567,4512,Night Spillovers
cell_12.985_77.568,4513,Night Spillovers
cell_12.985_77.571,4514,Night Spillovers
cell_12.985_77.572,4515,Night Spillovers
cell_12.985_77.573,4516,Night Spillovers
cell_12.985_77.574,4517,Junction Choke Points
cell_12.985_77.575,4518,Night Spillovers
cell_12.985_77.578,4519,Junction Choke Points
cell_12.985_77.579,4520,Junction Choke Points
cell_12.985_77.58,4521,Junction Choke Points
cell_12.985_77.581,4522,Junction Choke Points
cell_12.985_77.582,4523,Junction Choke Points
cell_12.985_77.583,4524,Junction Choke Points
cell_12.985_77.588,4525,Junction Choke Points
cell_12.985_77.594,4526,Junction Choke Points
cell_12.985_77.595,4527,Junction Choke Points
cell_12.985_77.597,4528,Junction Choke Points
cell_12.985_77.598,4529,Junction Choke Points
cell_12.985_77.6,4530,Commercial Arteries
cell_12.985_77.601,4531,Commercial Arteries
cell_12.985_77.602,4532,Commercial Arteries
cell_12.985_77.603,4533,Commercial Arteries
cell_12.985_77.604,4534,Commercial Arteries
cell_12.985_77.605,4535,Commercial Arteries
cell_12.985_77.606,4536,Commercial Arteries
cell_12.985_77.607,4537,Commercial Arteries
cell_12.985_77.608,4538,Commercial Arteries
cell_12.985_77.61,4539,Commercial Arteries
cell_12.985_77.612,4540,Mixed Risk Zone
cell_12.985_77.614,4541,Night Spillovers
cell_12.985_77.615,4542,Junction Choke Points
cell_12.985_77.616,4543,Night Spillovers
cell_12.985_77.642,4544,Night Spillovers
cell_12.985_77.645,4545,Night Spillovers
cell_12.985_77.646,4546,Freight Obstruction Corridors
cell_12.985_77.648,4547,Night Spillovers
cell_12.985_77.667,4548,Night Spillovers
cell_12.985_77.668,4549,Night Spillovers
cell_12.985_77.679,4550,Mixed Risk Zone
cell_12.985_77.708,4551,Night Spillovers
cell_12.985_77.709,4552,Night Spillovers
cell_12.985_77.728,4553,Night Spillovers
cell_12.985_77.729,4554,Junction Choke Points
cell_12.985_77.733,4555,Night Spillovers
cell_12.985_77.734,4556,Night Spillovers
cell_12.985_77.745,4557,Junction Choke Points
cell_12.985_77.746,4558,Junction Choke Points
cell_12.985_77.749,4559,Mixed Risk Zone
cell_12.985_77.75,4560,Night Spillovers
cell_12.985_77.751,4561,Night Spillovers
cell_12.985_77.752,4562,Night Spillovers
cell_12.986_77.477,4563,Night Spillovers
cell_12.986_77.478,4564,Mixed Risk Zone
cell_12.986_77.479,4565,Night Spillovers
cell_12.986_77.48,4566,Mixed Risk Zone
cell_12.986_77.486,4567,Freight Obstruction Corridors
cell_12.986_77.487,4568,Night Spillovers
cell_12.986_77.488,4569,Night Spillovers
cell_12.986_77.519,4570,Night Spillovers
cell_12.986_77.523,4571,Night Spillovers
cell_12.986_77.526,4572,Night Spillovers
cell_12.986_77.527,4573,Night Spillovers
cell_12.986_77.537,4574,Junction Choke Points
cell_12.986_77.538,4575,Junction Choke Points
cell_12.986_77.542,4576,Freight Obstruction Corridors
cell_12.986_77.543,4577,Night Spillovers
cell_12.986_77.549,4578,Junction Choke Points
cell_12.986_77.55,4579,Junction Choke Points
cell_12.986_77.551,4580,Junction Choke Points
cell_12.986_77.552,4581,Junction Choke Points
cell_12.986_77.553,4582,Junction Choke Points
cell_12.986_77.554,4583,Junction Choke Points
cell_12.986_77.555,4584,Junction Choke Points
cell_12.986_77.556,4585,Junction Choke Points
cell_12.986_77.558,4586,Junction Choke Points
cell_12.986_77.56,4587,Junction Choke Points
cell_12.986_77.568,4588,Night Spillovers
cell_12.986_77.569,4589,Freight Obstruction Corridors
cell_12.986_77.572,4590,Night Spillovers
cell_12.986_77.574,4591,Night Spillovers
cell_12.986_77.575,4592,Junction Choke Points
cell_12.986_77.58,4593,Junction Choke Points
cell_12.986_77.581,4594,Junction Choke Points
