spatial_cell,lat,lon,archetype_name,mean_poi,cis,propagation_score,enforcement_failure_index,heavy_vehicle_ratio,junction_ratio,violations,degree,pagerank,betweenness,community_id
cell_12.819_77.69,12.818523,77.6896466,Night Spillovers,0.44628710262841953,9.038190890481063,2.456499488229273,20.198055271238484,0.0,0.0,1,9,0.0001711488304349861,3.013113100966636e-06,19
cell_12.821_77.687,12.820927992857142,77.68724267142856,Junction Choke Points,1.172291974847237,57.7478889457523,59.44216990788127,55.945624360286594,0.0,0.0,14,5,0.00010347169421345793,0.002195675167412003,0
cell_12.821_77.688,12.821017266666667,77.68753706666666,Night Spillovers,0.9495725101973939,36.93001535312181,42.24667349027635,38.65276356192425,0.0,0.0,3,6,0.00011125330267938852,0.0,15
cell_12.822_77.686,12.8220898,77.6862256,Night Spillovers,1.1786549963416462,57.33303480040942,60.26100307062436,54.95176560900716,0.0,0.0,2,7,0.00013969201661950337,9.533882866210737e-05,10
cell_12.822_77.687,12.8219866,77.6866026,Night Spillovers,1.1786549963416462,49.62896622313204,60.27379733879222,47.023797338792214,0.0,0.0,1,7,0.0001518149389936207,0.004981723995237317,41
cell_12.823_77.685,12.823348424999999,77.68534885,Night Spillovers,1.1459930899450446,55.314419140225176,57.932446264073704,54.11629989764586,0.25,0.0,4,5,9.702993628713156e-05,0.00018969512044346475,0
cell_12.823_77.686,12.823019726666667,77.68562762,Junction Choke Points,1.4970402952134476,73.57759723643808,78.33930399181168,67.56985670419652,0.4,0.0,15,7,0.00012606285606281588,0.0005930920124500524,0
cell_12.824_77.684,12.8241458,77.6844757,Night Spillovers,0.9162907318741551,35.21014585465712,40.30194472876151,37.614380757420676,0.0,0.0,1,7,0.00014467421634474086,0.0,15
cell_12.824_77.685,12.8235452,77.6852116,Junction Choke Points,1.890850371872286,78.18481320368474,90.1100307062436,68.59019959058342,1.0,0.0,2,6,0.00011242594139203785,5.141943009258282e-06,0
cell_12.825_77.683,12.825203866666667,77.6831834,Freight Obstruction Corridors,1.1786549963416462,60.205987717502566,59.74923234390993,58.05271238485159,0.0,0.0,3,5,0.00010370046099867923,0.00038011076793281284,10
cell_12.825_77.684,12.82488015,77.6838213,Freight Obstruction Corridors,1.890850371872286,78.18993091095189,90.12282497441146,68.59480552712385,1.0,0.0,2,6,0.00011242592569708522,0.0,0
cell_12.826_77.682,12.826143524999999,77.682172825,Mixed Risk Zone,1.018042128780841,46.07567809621289,50.24309109518935,46.5203428863869,0.0,0.0,4,6,0.00012228153667431194,7.270772917549927e-06,24
cell_12.826_77.683,12.82625885,77.6826205,Freight Obstruction Corridors,1.534752684106966,70.72223643807574,79.18372569089048,63.497313203684755,0.5,0.0,2,5,0.00010186797334577737,4.768578994573285e-05,0
cell_12.827_77.682,12.8270502,77.68215742857141,Junction Choke Points,1.4838815858547776,70.74238741044012,77.59723643807574,64.37372057318322,0.42857142857142855,0.0,7,9,0.00016118490257238484,0.000692393739864518,0
cell_12.828_77.682,12.828311542857142,77.68210774285714,Freight Obstruction Corridors,1.0504459135554736,48.18353377686796,52.5460593654043,47.909160696008186,0.14285714285714285,0.0,7,7,0.00012873761475655883,0.0008048942127103918,0
cell_12.828_77.683,12.82761035,77.68256835,Night Spillovers,0.6000294525023999,13.883380245649949,8.994370522006141,23.26714431934493,0.0,0.0,2,8,0.00014036405413262875,1.6048102385583173e-06,36
cell_12.829_77.682,12.82852495,77.68197525,Freight Obstruction Corridors,1.2372176749603525,60.06557062436029,64.15046059365405,56.66107983623338,0.5,0.0,2,8,0.00013152006008586414,0.0004937902850355867,7
cell_12.82_77.687,12.820381600000001,77.68710455,Night Spillovers,1.1786549963416462,57.26906345957011,60.04350051177073,54.88958546571136,0.0,0.0,2,6,0.00012190512602144578,6.451992183591602e-06,10
cell_12.82_77.688,12.819999258536585,77.68769475121951,Junction Choke Points,1.1128163424970476,60.38990532241556,56.115660184237456,65.09864380757422,0.0,0.0,41,6,0.00011650941071561627,8.810080697391578e-06,0
cell_12.82_77.689,12.8196293,77.6885985,Junction Choke Points,1.3862943611198906,57.723899692937565,71.9037871033777,52.230808597748215,1.0,0.0,1,5,0.00010910169593299232,0.0,40
cell_12.831_77.681,12.831110133333333,77.68130433333333,Night Spillovers,0.9162907318741551,35.12314483111567,40.05885363357216,37.54298874104401,0.0,0.0,3,6,0.00011835078415718033,0.012378654648275542,15
cell_12.832_77.68,12.8322908,77.6804247,Freight Obstruction Corridors,0.44628710262841953,8.564802968270214,1.1258955987717503,19.85030706243603,0.0,0.0,1,6,0.00011670271508307567,5.502206532199945e-06,19
cell_12.833_77.68,12.83281,77.6804146,Freight Obstruction Corridors,0.9162907318741551,34.363165301944726,38.203684749232345,36.88894575230297,0.0,0.0,1,7,0.0001298927101684684,0.0,15
cell_12.833_77.681,12.8328438,77.6808668,Freight Obstruction Corridors,0.7537718023763802,23.750639713408393,25.358239508700102,29.929375639713406,0.0,0.0,1,6,0.00013360451123037358,0.008355657390044707,23
cell_12.835_77.679,12.835257047058823,77.67928482352941,Freight Obstruction Corridors,1.0363015513020957,44.71244882292733,51.7272262026612,39.09339815762538,0.058823529411764705,0.0,17,5,0.00010688009630009808,0.03573902575900565,2
cell_12.835_77.68,12.83546385,77.67997435000001,Mixed Risk Zone,0.6000294525023999,13.929439611054248,9.13510747185261,23.368474923234388,0.0,0.0,2,7,0.00012517524114672666,7.205270458833261e-07,36
cell_12.835_77.681,12.8354691,77.6805315,Mixed Risk Zone,0.7537718023763802,22.913894575230298,23.285568065506652,29.420419651995903,0.0,0.0,1,5,0.00012060575097372407,1.3100491743333202e-06,6
cell_12.836_77.679,12.83584915,77.67904801333334,Night Spillovers,0.8054504093413107,30.16920419651996,28.953428863868986,30.254094165813715,0.0,0.0,30,6,0.00011334666238705025,0.0,2
cell_12.836_77.68,12.83605,77.6795183,Freight Obstruction Corridors,0.7537718023763802,22.885747185261003,23.196008188331625,29.404298874104402,0.0,0.0,1,7,0.00015226055649244876,0.00022758829281105603,6
cell_12.837_77.663,12.8369009,77.6628802,Night Spillovers,0.9886113934537812,40.850498976458546,49.20675537359263,41.43986693961105,0.0,0.0,1,5,0.00011372475634563957,0.0,37
cell_12.837_77.678,12.8368383,77.678485,Night Spillovers,0.3184537311185346,7.845125383828044,0.49897645854657113,19.41171954964176,0.0,0.0,1,6,0.00013696537644668634,2.865732568854138e-05,32
cell_12.838_77.677,12.8378712,77.6773136,Night Spillovers,0.4143287597509483,14.509659672466736,1.010747185261003,27.53083418628454,0.0,0.0,4,9,0.0001584218972309818,1.3100491743333201e-07,38
cell_12.839_77.651,12.8394944,77.6507553,Night Spillovers,0.7537718023763802,21.560261003070625,19.920675537359266,28.642016376663253,0.0,0.0,1,7,0.00014968801985818818,0.0015784782501542173,8
cell_12.839_77.657,12.8390489,77.6571115,Mixed Risk Zone,0.7537718023763802,20.79772262026612,17.92476970317298,28.123848515864893,0.0,0.0,1,7,0.00014630446968227545,0.0004560936200441454,20
cell_12.839_77.678,12.839020552173913,77.67796156956521,Night Spillovers,0.7415470295828898,32.2150076765609,16.67093142272262,42.356832139201636,0.021739130434782608,0.0,46,6,0.00011116763763810891,0.002159910824952703,2
cell_12.83_77.681,12.83010575,77.68106735,Freight Obstruction Corridors,1.307098646147932,54.5857855680655,66.61975435005118,49.81115660184238,0.5,0.0,2,5,0.00010283796206632638,7.238021688191594e-06,7
cell_12.83_77.682,12.8302362,77.6815528,Freight Obstruction Corridors,1.55814461804655,64.0263561924258,79.69549641760491,55.75409416581372,1.0,0.0,1,6,0.00011130648887256628,0.0,59
cell_12.841_77.644,12.841047288235293,77.64413190882354,Freight Obstruction Corridors,0.8838993447250136,37.23100051177073,35.09467758444217,35.76509723643807,0.2647058823529412,0.0,34,6,0.00011956478652434592,0.0,2
cell_12.841_77.645,12.8414513,77.64479585000001,Night Spillovers,0.5596157879354227,11.984390992835209,6.640225179119755,22.059877175025587,0.0,0.0,2,5,0.00011310859911373397,0.0015342968417498262,13
cell_12.841_77.646,12.841460000000001,77.6462633,Mixed Risk Zone,0.6401955933600704,23.46692681678608,10.401740020470829,33.85990276356192,0.0,0.0,5,7,0.0001356693026032738,0.0002575229164445724,2
cell_12.841_77.647,12.8411633,77.6466817,Night Spillovers,0.7537718023763802,23.74552200614125,25.345445240532243,29.927072671443195,0.0,0.0,1,6,0.00013225312592274444,0.00022690051699453105,23
cell_12.841_77.648,12.841452395,77.64801201,Mixed Risk Zone,0.7840974344622673,36.54202917093143,28.28812691914023,42.83917604912998,0.05,0.0,20,7,0.00013724642986762576,0.0014717747449047684,2
cell_12.841_77.649,12.841241870588235,77.6488695117647,Night Spillovers,1.0220710676536169,48.23599027635619,50.857215967246674,44.05245649948823,0.058823529411764705,0.0,17,6,0.00012900564385528047,0.03188839822088772,2
cell_12.841_77.65,12.840942324444445,77.65000954444444,Mixed Risk Zone,0.7898532555270422,32.754925793244624,28.313715455475947,34.01087512794268,0.022222222222222223,0.0,45,6,0.00011746843451743273,9.432354055199905e-05,2
cell_12.841_77.651,12.8407798625,77.650750865625,Mixed Risk Zone,0.8779209911212612,40.44556038894576,34.44216990788127,49.308853633572156,0.09375,0.0,32,9,0.00017038354131855853,0.0007234746565255761,2
cell_12.841_77.652,12.8405422,77.65170825714286,Night Spillovers,0.6982986553932494,21.57049641760491,13.920163766632548,30.201381780962127,0.0,0.0,7,6,0.00013010909399382243,3.3733766239082995e-06,4
cell_12.841_77.663,12.84061315,77.663279475,Night Spillovers,0.49119993468793843,13.074142784032755,2.8147389969293757,24.70765097236438,0.0,0.0,4,7,0.00013324852471907685,1.1757691339641548e-05,4
cell_12.841_77.676,12.841131589813942,77.67622524739384,Night Spillovers,1.0873759223945993,53.661399692937565,53.46724667349028,47.7128966223132,0.09090909090909091,0.0,66,6,0.0001312192913093549,0.001019807779759773,7
cell_12.841_77.677,12.840772362850506,77.67667890160195,Night Spillovers,0.8861489977415102,43.386962640736954,35.87512794268168,43.402635619242574,0.04216867469879518,0.0,166,5,0.00010390899488693059,0.00016398540539717336,50
cell_12.842_77.644,12.841910730364372,77.64422035951418,Mixed Risk Zone,1.3309919474017544,64.35420931422722,68.8971340839304,55.46711873080861,0.016194331983805668,0.0,247,8,0.00015220137261132328,0.00453155834770703,0
cell_12.842_77.645,12.841704929880478,77.64497846414343,Mixed Risk Zone,1.3870715098381798,66.10446519959058,70.61156601842374,55.77674002047084,0.01593625498007968,0.0,251,7,0.0001327277806166938,0.00026607098730709733,0
cell_12.842_77.646,12.841896206401138,77.64586001920341,Weekend Event Zones,2.208531270558736,84.27808341862846,93.79477993858751,68.80872569089048,0.012802275960170697,0.0,703,6,0.00011659899003572662,0.0003915736982082294,0
cell_12.842_77.647,12.841697533876221,77.64708373583062,Mixed Risk Zone,1.4221292659652363,71.93225435005117,71.48157625383828,72.06512282497441,0.016286644951140065,0.0,307,6,0.00011188008111467892,0.0007736167886731839,0
cell_12.842_77.648,12.841606112916667,77.64761392041667,Mixed Risk Zone,1.171216054205382,63.36713152507677,56.985670419652,67.00371033776868,0.004166666666666667,0.0,240,8,0.0001482641112795193,0.0008632569034269413,0
cell_12.842_77.665,12.8418883,77.6646393,Night Spillovers,0.8350312671252677,29.489828556806557,30.69344933469805,33.23490276356193,0.5,0.0,2,5,0.00010917260883643703,0.0,58
cell_12.842_77.676,12.84178296,77.67603004,Night Spillovers,0.5671940070690878,21.968718014329582,8.201125895598773,32.885747185260996,0.0,0.0,5,5,0.00010588582052106973,0.0,2
cell_12.842_77.686,12.841936350000001,77.68620469999999,Night Spillovers,0.38237041687347706,8.19568833162743,0.9723643807574206,19.584953940634595,0.0,0.0,2,5,0.00010568084987372156,0.0,19
cell_12.842_77.687,12.8424069,77.68652405,Night Spillovers,0.9886113934537812,46.512602354145336,44.70317297850563,47.9814483111566,0.0,0.0,2,7,0.00012962430631423144,1.3100491743333201e-07,31
cell_12.843_77.639,12.8433688,77.6386788,Night Spillovers,0.7537718023763802,24.1267911975435,26.317809621289662,30.323183213920164,0.0,0.0,1,6,0.00012213606418904314,0.0,53
cell_12.843_77.642,12.842843266666668,77.6419475,Night Spillovers,0.8109325437946097,32.90237973387923,29.84902763561924,38.10887922210849,0.16666666666666666,0.0,6,6,0.00010867342083009971,0.0,2
cell_12.843_77.643,12.8432803,77.6434913,Freight Obstruction Corridors,0.5596157879354227,12.004861821903786,6.691402251791198,22.069089048106445,0.0,0.0,1,6,0.00014095522684361538,1.4115779853441524e-05,13
cell_12.843_77.644,12.84294627606725,77.64423982449962,Mixed Risk Zone,1.0361146105035894,49.89668628454452,51.48413510747185,44.95662743091095,0.007633587786259542,0.0,131,6,0.000127002389454509,1.3100491743333201e-07,0
cell_12.843_77.645,12.843374114285714,77.644531,Night Spillovers,0.644006155910381,20.86713152507677,10.312180143295803,30.394959058341858,0.0,0.0,7,5,0.0001108168071414822,0.0007087366033143262,4
cell_12.843_77.674,12.842777250000001,77.674207,Freight Obstruction Corridors,1.046028472154955,43.71833418628455,51.880757420675536,43.06780962128966,0.5,0.0,2,7,0.00012980748959346425,6.550245871666601e-08,7
cell_12.843_77.675,12.842663700000001,77.67455293333333,Night Spillovers,0.7537718023763803,23.879861821903788,19.293756397134086,29.68935516888434,0.0,0.0,3,5,0.00011938851366583344,0.007312694491128593,43
cell_12.843_77.687,12.842804999999998,77.68728829999999,Freight Obstruction Corridors,0.7732468532156754,30.868410951893555,27.354145342886387,36.68129477993858,0.0,0.0,3,5,0.00010283459410664422,1.2576472073599873e-05,5
cell_12.843_77.688,12.84332339,77.68770356,Freight Obstruction Corridors,1.271105300104967,59.23074462640736,65.12282497441146,55.28915046059366,0.4,0.0,10,7,0.00012578916917240458,0.0002039091539849813,0
cell_12.844_77.588,12.844480449999999,77.58816885,Night Spillovers,0.9886113934537812,46.58169140225179,44.8439099283521,48.04823439099283,0.0,0.0,2,7,0.00013165328034187707,2.584071996372474e-05,31
cell_12.844_77.644,12.843594383333333,77.64419456904763,Night Spillovers,0.7711512609622301,29.621609518935514,27.75076765609007,29.79311668372569,0.047619047619047616,0.0,42,8,0.00014533759562829207,0.004926800183603392,2
cell_12.844_77.645,12.8436833,77.64490923333334,Night Spillovers,0.8680932852128391,31.360350562947804,34.18628454452406,34.87384851586489,0.3333333333333333,0.0,3,8,0.00014253532196856122,0.0,2
cell_12.844_77.649,12.844475,77.648705,Mixed Risk Zone,0.9886113934537812,48.03000255885364,49.09160696008188,49.33098771750256,0.0,0.0,2,5,0.00010189923512812633,0.0,24
cell_12.844_77.688,12.8443872,77.6881485,Freight Obstruction Corridors,0.9162907318741551,34.90052456499489,39.50870010235414,37.388689866939615,0.0,0.0,2,6,0.00012223354507029214,0.00045563510283312876,15
cell_12.845_77.657,12.8445814,77.6569231,Night Spillovers,0.3184537311185346,7.806742579324462,0.39662231320368474,19.386386898669393,0.0,0.0,1,5,0.00011874370593867618,0.0,32
cell_12.845_77.665,12.845332299999999,77.6653119,Night Spillovers,0.41070258820022787,8.213600307062435,0.9979529170931423,19.550921187308084,0.0,0.0,4,9,0.00017092440940955672,0.0,19
cell_12.845_77.666,12.8452916,77.666437,Night Spillovers,0.7537718023763802,22.683597748208804,22.70982599795292,29.291453428863868,0.0,0.0,1,5,0.00011713993435792613,2.94761064224997e-07,6
cell_12.846_77.588,12.8458396,77.5879195,Mixed Risk Zone,1.1786549963416462,47.89406345957012,55.642272262026616,44.324718526100305,0.0,0.0,1,6,0.00012737491196893952,0.009931744800455767,41
cell_12.846_77.647,12.8461569,77.6472796,Night Spillovers,0.5596157879354227,11.728505629477993,5.974923234390992,21.887154554759462,0.0,0.0,1,5,0.00011888838729876041,5.56770899091661e-07,13
cell_12.846_77.648,12.846469,77.6477806,Night Spillovers,0.5596157879354227,11.723387922210849,5.962128966223132,21.88485158648925,0.0,0.0,1,5,0.00012005469078094968,2.410490480773309e-05,13
cell_12.846_77.672,12.84638181685114,77.67216101288795,Night Spillovers,0.7537718023763802,23.48196008188332,24.718526100307063,29.735926305015354,0.0,0.0,1,7,0.00014659101537304627,0.000897842201629341,23
cell_12.846_77.681,12.8457393,77.6809993,Night Spillovers,0.7537718023763802,22.52238996929376,22.313203684749233,29.210849539406347,0.0,0.0,1,6,0.00013453347975584307,0.0002257542239669894,6
cell_12.847_77.672,12.8467576,77.67213698,Freight Obstruction Corridors,0.6278769852366196,14.53204964176049,9.966734902763562,23.731832139201636,0.0,0.0,5,6,0.00012276809229017362,0.0012156928825519627,36
cell_12.848_77.658,12.8478567,77.65794908000001,Mixed Risk Zone,1.1786549963416462,61.664534288638684,57.95803480040942,59.683213920163766,0.0,0.0,5,5,0.0001110217348799858,1.2445467156166542e-06,46
cell_12.849_77.671,12.8486901,77.6710521,Night Spillovers,0.9886113934537812,40.69696775844422,48.65660184237461,41.28326509723644,0.0,0.0,1,6,0.00012808687152066642,1.3100491743333201e-07,37
cell_12.84_77.644,12.840299700000001,77.64394716666666,Freight Obstruction Corridors,1.0493698728530747,48.55296827021495,51.893551688843395,48.271878198567045,0.6666666666666666,0.0,3,6,0.00011578402674089167,0.0017970272036623735,44
cell_12.84_77.65,12.8404733,77.6503883,Mixed Risk Zone,0.5596157879354227,12.076509723643806,6.883316274309109,22.142784032753326,0.0,0.0,1,5,0.00012174234508903679,0.0015321680118415347,27
cell_12.84_77.651,12.8401844,77.65112515000001,Freight Obstruction Corridors,1.0474728641079007,43.69210593654043,51.75281473899693,42.96417604912999,1.0,0.0,2,7,0.0001340543293427422,0.0026601531021718814,44
cell_12.84_77.652,12.840305627272727,77.65231605454545,Mixed Risk Zone,1.012199069453104,52.01733623336746,50.37103377686797,52.94229785056296,0.0,0.0,11,8,0.00015738527282884473,0.0012341318246807042,0
cell_12.84_77.653,12.8402054,77.6527979,Night Spillovers,0.6646253945735466,23.052392528147394,12.244114636642784,32.75089559877175,0.0,0.0,4,9,0.00016689954742758943,7.840644308384921e-05,33
cell_12.84_77.654,12.84012555,77.65354295,Night Spillovers,0.7182792370587834,28.887858239508702,14.700614124872057,38.635491299897645,0.0,0.0,8,9,0.0001549248688586451,0.00018232609383783983,2
cell_12.84_77.663,12.840200288888887,77.66319166666666,Night Spillovers,0.6676868798163889,19.40538638689867,12.65353121801433,28.965583418628455,0.0,0.0,9,5,0.00011040286615395779,2.94761064224997e-07,4
cell_12.84_77.664,12.8400091,77.6639803,Night Spillovers,0.3184537311185346,7.811860286591607,0.4094165813715456,19.38868986693961,0.0,0.0,1,5,0.00011961321782701372,1.2871233137824871e-05,32
cell_12.84_77.676,12.840213649999999,77.6761089,Mixed Risk Zone,0.6566937951559014,15.133380245649949,10.555271238485158,24.167860798362334,0.0,0.0,2,5,0.00010043248986694408,0.0,14
cell_12.84_77.677,12.840263957805012,77.67710859082227,Night Spillovers,0.8305411368404003,38.47268423746162,31.11566018423746,38.4832395087001,0.031496062992125984,0.0,127,5,0.00010170356641909732,0.00024478268822418085,2
cell_12.84_77.678,12.8401245,77.6778383,Night Spillovers,0.5596157879354227,23.173618219037873,8.00921187308086,35.116555783009204,0.0,0.0,4,5,0.00010096841679352805,0.00020554671545289794,2
cell_12.851_77.588,12.850752700000001,77.58812748333334,Night Spillovers,0.6399872551408644,19.81032497441147,10.657625383828046,34.10388945752303,0.0,0.0,12,5,0.00010260966568418549,3.131017526656635e-05,2
cell_12.851_77.657,12.8510268625,77.65741809545455,Mixed Risk Zone,0.7861189692770566,39.636962640736954,27.95547594677584,46.073950870010236,0.0,0.0,88,5,0.00010159401115975382,0.01801641851878963,2
cell_12.851_77.658,12.850691500000002,77.65755347619049,Night Spillovers,0.7604833581584989,38.1438715455476,25.665301944728764,45.297210849539404,0.0,0.0,21,5,0.00010077000308829827,0.00038466318881362114,2
cell_12.852_77.588,12.8523547,77.5882695,Night Spillovers,0.5596157879354227,12.616427840327532,8.597748208802457,22.626407369498462,0.0,0.0,1,7,0.00012474343425692498,0.0,27
cell_12.853_77.588,12.852999149999999,77.5883917,Night Spillovers,0.6566937951559014,15.432766120777893,11.54042988741044,24.501791197543497,0.0,0.0,2,6,0.0001297785514603057,2.724902282613306e-05,14
cell_12.853_77.589,12.852965900000001,77.5885897,Freight Obstruction Corridors,0.8953995336981354,37.70534800409416,36.284544524053224,41.010619242579324,0.0,0.0,3,5,0.00010627895309412011,0.0008544140715001914,16
cell_12.854_77.588,12.8535351,77.5884791,Freight Obstruction Corridors,0.7537718023763802,20.59301432958035,17.400204708290687,27.99718526100307,0.0,0.0,1,5,0.00011527336101816628,0.0011348955997249552,20
cell_12.854_77.589,12.8540881,77.58857086666667,Night Spillovers,0.7160855446305345,22.797146878198568,15.05885363357216,31.451253838280447,0.0,0.0,6,9,0.00017309751435286904,5.718364645964943e-05,4
cell_12.854_77.662,12.85432268,77.66211305,Night Spillovers,0.564656447301267,25.51209058341863,8.290685772773797,37.33124360286591,0.0,0.0,30,8,0.0001474123798172232,0.00011371226833213219,2
cell_12.855_77.589,12.855170877777777,77.58866328888888,Night Spillovers,0.659408561661448,18.79446008188332,11.745138178096214,28.588152507676558,0.0,0.0,9,5,0.00010936177626351531,0.0009604625521624737,4
cell_12.855_77.664,12.855425383333333,77.66435045,Freight Obstruction Corridors,1.0282948603350393,51.555463152507684,50.31985670419652,51.709186284544515,0.08333333333333333,0.0,12,6,0.0001254984573186991,0.0,0
cell_12.855_77.665,12.854973552631579,77.66486015,Freight Obstruction Corridors,1.0128947156276933,55.79868219037871,49.884851586489255,60.97453940634596,0.02631578947368421,0.0,38,6,0.00011811764470409841,0.0025776527554182407,0
cell_12.855_77.666,12.854880159999999,77.66558496,Night Spillovers,0.6735804103042023,19.010043500511774,12.33367451381781,28.570112589559876,0.0,0.0,5,9,0.00017230084145788987,0.0003960933678596793,4
cell_12.855_77.675,12.8549912,77.6745914,Night Spillovers,0.5596157879354227,12.488485158648926,8.085977482088024,22.476714431934493,0.0,0.0,1,5,0.000105468668339896,0.0,27
cell_12.856_77.569,12.8559873,77.5686612,Night Spillovers,0.44628710262841953,8.948631013306038,2.175025588536336,20.12205731832139,0.0,0.0,1,6,0.00012987983343275126,4.748928256958285e-06,19
cell_12.856_77.589,12.855976713031517,77.58882248307879,Night Spillovers,0.7214124666362206,22.905898157625384,15.046059365404298,31.344549641760487,0.0,0.0,6,8,0.00015537844382665757,0.0005986924726703273,4
cell_12.856_77.663,12.8560189,77.6634945,Night Spillovers,0.7379532599047889,18.344421699078815,16.19754350051177,26.805783009211876,0.0,0.0,2,7,0.0001357005621825388,2.94761064224997e-07,14
cell_12.856_77.664,12.85588470949051,77.6640879785705,Junction Choke Points,1.1990289869259891,59.18788382804504,62.679119754350054,50.78953428863869,0.07407407407407407,0.0,27,5,0.00011362638466234551,7.857019923064087e-05,0
cell_12.856_77.665,12.855886925,77.664656725,Night Spillovers,0.970612339831608,38.18673234390993,44.14022517911975,39.615660184237456,0.25,0.0,4,7,0.00013561498756664561,0.0075973026742525065,2
cell_12.857_77.53,12.8568032,77.5299883,Night Spillovers,0.44628710262841953,8.943513306038895,2.162231320368475,20.11514841351075,0.0,0.0,1,6,0.00012913406581587487,0.0,19
cell_12.857_77.589,12.857170152374158,77.5889639196503,Night Spillovers,0.7911315694233713,27.833610542476972,28.1985670419652,27.71187308085977,0.05,0.0,20,7,0.0001296189769198114,0.00012746778466263205,2
cell_12.857_77.59,12.8573862,77.5904178,Night Spillovers,0.7537718023763802,23.320752302968273,24.309109518935518,29.650716479017404,0.0,0.0,1,6,0.00012831800251574918,3.5371327706999644e-06,23
cell_12.857_77.663,12.8566095,77.6633543,Junction Choke Points,1.3862943611198906,56.93321392016376,69.65199590583418,51.070112589559876,1.0,0.0,1,6,0.00012571432399832141,0.0,40
