spatial_cell,organic_cluster_id,archetype_id,archetype_name,lifecycle_state
cell_12.98_77.512,311,1,Night Spillovers,Stable
cell_12.98_77.517,-1,4,Freight Obstruction Corridors,Stable
cell_12.98_77.534,-1,0,Junction Choke Points,Stable
cell_12.98_77.537,-1,1,Night Spillovers,Stable
cell_12.98_77.538,1126,0,Junction Choke Points,Emerging
cell_12.98_77.539,1126,0,Junction Choke Points,Stable
cell_12.98_77.54,1126,0,Junction Choke Points,Stable
cell_12.98_77.548,-1,0,Junction Choke Points,Stable
cell_12.98_77.549,-1,0,Junction Choke Points,Stable
cell_12.98_77.554,1286,0,Junction Choke Points,Stable
cell_12.98_77.555,1301,0,Junction Choke Points,Emerging
cell_12.98_77.556,1302,0,Junction Choke Points,Stable
cell_12.98_77.557,1284,0,Junction Choke Points,Stable
cell_12.98_77.558,1284,0,Junction Choke Points,Stable
cell_12.98_77.559,-1,0,Junction Choke Points,Stable
cell_12.98_77.564,1063,0,Junction Choke Points,Growing
cell_12.98_77.565,-1,0,Junction Choke Points,Stable
cell_12.98_77.57,-1,4,Freight Obstruction Corridors,Stable
cell_12.98_77.571,-1,0,Junction Choke Points,Stable
cell_12.98_77.572,1645,0,Junction Choke Points,Emerging
cell_12.98_77.573,1652,2,Commercial Arteries,Stable
cell_12.98_77.574,1810,2,Commercial Arteries,Stable
cell_12.98_77.575,1831,3,Weekend Event Zones,Stable
cell_12.98_77.576,-1,2,Commercial Arteries,Stable
cell_12.98_77.577,1847,2,Commercial Arteries,Stable
cell_12.98_77.578,1612,2,Commercial Arteries,Stable
cell_12.98_77.579,1612,2,Commercial Arteries,Stable
cell_12.98_77.58,1612,2,Commercial Arteries,Stable
cell_12.98_77.581,-1,2,Commercial Arteries,Emerging
cell_12.98_77.582,-1,0,Junction Choke Points,Stable
cell_12.98_77.585,-1,0,Junction Choke Points,Stable
cell_12.98_77.586,-1,5,Mixed Risk Zone,Stable
cell_12.98_77.587,952,0,Junction Choke Points,Stable
cell_12.98_77.588,952,0,Junction Choke Points,Stable
cell_12.98_77.59,-1,0,Junction Choke Points,Stable
cell_12.98_77.591,976,0,Junction Choke Points,Stable
cell_12.98_77.592,-1,0,Junction Choke Points,Stable
cell_12.98_77.593,981,0,Junction Choke Points,Emerging
cell_12.98_77.594,977,0,Junction Choke Points,Stable
cell_12.98_77.595,-1,0,Junction Choke Points,Stable
cell_12.98_77.597,-1,0,Junction Choke Points,Stable
cell_12.98_77.598,-1,0,Junction Choke Points,Stable
cell_12.98_77.599,-1,0,Junction Choke Points,Stable
cell_12.98_77.6,-1,2,Commercial Arteries,Stable
cell_12.98_77.601,-1,2,Commercial Arteries,Stable
cell_12.98_77.602,-1,2,Commercial Arteries,Stable
cell_12.98_77.603,1309,2,Commercial Arteries,Emerging
cell_12.98_77.604,1232,2,Commercial Arteries,Stable
cell_12.98_77.605,1174,2,Commercial Arteries,Stable
cell_12.98_77.606,-1,2,Commercial Arteries,Emerging
cell_12.98_77.607,1695,3,Weekend Event Zones,Stable
cell_12.98_77.608,-1,2,Commercial Arteries,Stable
cell_12.98_77.609,-1,2,Commercial Arteries,Stable
cell_12.98_77.61,-1,3,Weekend Event Zones,Stable
cell_12.98_77.611,-1,2,Commercial Arteries,Stable
cell_12.98_77.612,1161,2,Commercial Arteries,Stable
cell_12.98_77.613,1163,2,Commercial Arteries,Emerging
cell_12.98_77.614,1163,3,Weekend Event Zones,Stable
cell_12.98_77.615,-1,1,Night Spillovers,Stable
cell_12.98_77.629,1012,0,Junction Choke Points,Stable
cell_12.98_77.63,1012,0,Junction Choke Points,Stable
cell_12.98_77.64,-1,1,Night Spillovers,Stable
cell_12.98_77.641,611,5,Mixed Risk Zone,Stable
cell_12.98_77.646,564,4,Freight Obstruction Corridors,Stable
cell_12.98_77.647,564,4,Freight Obstruction Corridors,Stable
cell_12.98_77.652,563,1,Night Spillovers,Stable
cell_12.98_77.653,563,1,Night Spillovers,Stable
cell_12.98_77.654,563,1,Night Spillovers,Stable
cell_12.98_77.694,191,0,Junction Choke Points,Stable
cell_12.98_77.695,191,0,Junction Choke Points,Stable
cell_12.98_77.709,-1,0,Junction Choke Points,Stable
cell_12.98_77.71,-1,1,Night Spillovers,Stable
cell_12.98_77.722,183,1,Night Spillovers,Stable
cell_12.98_77.724,183,1,Night Spillovers,Stable
cell_12.98_77.725,-1,1,Night Spillovers,Stable
cell_12.98_77.727,183,1,Night Spillovers,Stable
cell_12.98_77.728,183,1,Night Spillovers,Stable
cell_12.98_77.734,-1,5,Mixed Risk Zone,Stable
cell_12.98_77.751,210,1,Night Spillovers,Stable
cell_12.98_77.752,210,1,Night Spillovers,Stable
cell_12.991_77.488,-1,1,Night Spillovers,Stable
cell_12.991_77.502,-1,1,Night Spillovers,Stable
cell_12.991_77.504,-1,1,Night Spillovers,Stable
cell_12.991_77.505,-1,1,Night Spillovers,Stable
cell_12.991_77.521,-1,1,Night Spillovers,Stable
cell_12.991_77.538,1057,0,Junction Choke Points,Emerging
cell_12.991_77.551,1216,0,Junction Choke Points,Stable
cell_12.991_77.552,1387,0,Junction Choke Points,Stable
cell_12.991_77.553,1387,0,Junction Choke Points,Growing
cell_12.991_77.554,-1,0,Junction Choke Points,Stable
cell_12.991_77.555,-1,0,Junction Choke Points,Stable
cell_12.991_77.556,-1,0,Junction Choke Points,Stable
cell_12.991_77.557,-1,0,Junction Choke Points,Stable
cell_12.991_77.558,-1,0,Junction Choke Points,Stable
cell_12.991_77.565,-1,4,Freight Obstruction Corridors,Stable
cell_12.991_77.568,-1,1,Night Spillovers,Stable
cell_12.991_77.571,-1,2,Commercial Arteries,Stable
cell_12.991_77.572,1246,1,Night Spillovers,Stable
cell_12.991_77.573,-1,1,Night Spillovers,Stable
cell_12.991_77.574,-1,1,Night Spillovers,Stable
cell_12.991_77.575,1236,1,Night Spillovers,Declining
cell_12.991_77.579,-1,0,Junction Choke Points,Stable
cell_12.991_77.586,-1,1,Night Spillovers,Stable
cell_12.991_77.587,-1,0,Junction Choke Points,Stable
cell_12.991_77.588,1068,0,Junction Choke Points,Stable
cell_12.991_77.589,1068,3,Weekend Event Zones,Stable
cell_12.991_77.593,-1,4,Freight Obstruction Corridors,Stable
cell_12.991_77.594,-1,4,Freight Obstruction Corridors,Stable
cell_12.991_77.595,909,1,Night Spillovers,Stable
cell_12.991_77.596,-1,1,Night Spillovers,Stable
cell_12.991_77.599,970,1,Night Spillovers,Stable
cell_12.991_77.6,967,2,Commercial Arteries,Growing
cell_12.991_77.601,967,2,Commercial Arteries,Emerging
cell_12.991_77.604,960,2,Commercial Arteries,Stable
cell_12.991_77.605,961,1,Night Spillovers,Stable
cell_12.991_77.606,961,1,Night Spillovers,Stable
cell_12.991_77.607,-1,1,Night Spillovers,Stable
cell_12.991_77.608,-1,1,Night Spillovers,Stable
cell_12.991_77.609,963,5,Mixed Risk Zone,Stable
cell_12.991_77.612,969,1,Night Spillovers,Stable
cell_12.991_77.613,-1,1,Night Spillovers,Stable
cell_12.991_77.614,-1,1,Night Spillovers,Stable
cell_12.991_77.615,-1,1,Night Spillovers,Stable
cell_12.991_77.652,197,1,Night Spillovers,Stable
cell_12.991_77.656,-1,0,Junction Choke Points,Stable
cell_12.991_77.657,-1,1,Night Spillovers,Stable
cell_12.991_77.659,-1,1,Night Spillovers,Stable
cell_12.991_77.661,-1,1,Night Spillovers,Stable
cell_12.991_77.687,186,5,Mixed Risk Zone,Stable
cell_12.991_77.688,186,1,Night Spillovers,Stable
cell_12.991_77.712,-1,1,Night Spillovers,Stable
cell_12.991_77.714,-1,1,Night Spillovers,Stable
cell_12.991_77.715,227,1,Night Spillovers,Stable
cell_12.991_77.718,-1,1,Night Spillovers,Stable
cell_12.991_77.72,-1,5,Mixed Risk Zone,Stable
cell_12.991_77.721,-1,1,Night Spillovers,Stable
cell_12.991_77.756,176,0,Junction Choke Points,Stable
cell_12.992_77.521,-1,1,Night Spillovers,Stable
cell_12.992_77.534,-1,1,Night Spillovers,Stable
cell_12.992_77.538,1057,0,Junction Choke Points,Emerging
cell_12.992_77.539,1057,0,Junction Choke Points,Emerging
cell_12.992_77.542,-1,0,Junction Choke Points,Stable
cell_12.992_77.543,-1,4,Freight Obstruction Corridors,Stable
cell_12.992_77.551,1216,0,Junction Choke Points,Stable
cell_12.992_77.552,-1,0,Junction Choke Points,Stable
cell_12.992_77.553,1484,0,Junction Choke Points,Emerging
cell_12.992_77.554,-1,0,Junction Choke Points,Stable
cell_12.992_77.555,1467,0,Junction Choke Points,Emerging
cell_12.992_77.556,-1,0,Junction Choke Points,Stable
cell_12.992_77.557,1224,0,Junction Choke Points,Stable
cell_12.992_77.558,1224,0,Junction Choke Points,Stable
cell_12.992_77.559,1224,0,Junction Choke Points,Stable
cell_12.992_77.566,-1,1,Night Spillovers,Stable
cell_12.992_77.568,-1,1,Night Spillovers,Stable
cell_12.992_77.571,1253,2,Commercial Arteries,Stable
cell_12.992_77.572,-1,1,Night Spillovers,Declining
cell_12.992_77.573,-1,1,Night Spillovers,Stable
cell_12.992_77.574,-1,0,Junction Choke Points,Stable
cell_12.992_77.575,-1,1,Night Spillovers,Stable
cell_12.992_77.588,1068,0,Junction Choke Points,Growing
cell_12.992_77.589,1068,0,Junction Choke Points,Stable
cell_12.992_77.59,958,1,Night Spillovers,Stable
cell_12.992_77.591,-1,1,Night Spillovers,Stable
cell_12.992_77.592,-1,1,Night Spillovers,Stable
cell_12.992_77.594,909,1,Night Spillovers,Stable
cell_12.992_77.595,909,1,Night Spillovers,Stable
cell_12.992_77.6,-1,2,Commercial Arteries,Stable
cell_12.992_77.604,961,1,Night Spillovers,Stable
cell_12.992_77.605,961,1,Night Spillovers,Stable
cell_12.992_77.606,-1,1,Night Spillovers,Stable
cell_12.992_77.607,-1,4,Freight Obstruction Corridors,Stable
cell_12.992_77.61,-1,1,Night Spillovers,Stable
cell_12.992_77.611,989,1,Night Spillovers,Stable
cell_12.992_77.612,989,1,Night Spillovers,Stable
cell_12.992_77.613,-1,1,Night Spillovers,Stable
cell_12.992_77.614,-1,1,Night Spillovers,Stable
cell_12.992_77.651,196,1,Night Spillovers,Stable
cell_12.992_77.652,197,1,Night Spillovers,Stable
cell_12.992_77.653,202,0,Junction Choke Points,Stable
cell_12.992_77.658,-1,1,Night Spillovers,Stable
cell_12.992_77.659,214,1,Night Spillovers,Stable
cell_12.992_77.66,214,1,Night Spillovers,Stable
cell_12.992_77.664,218,1,Night Spillovers,Stable
cell_12.992_77.687,186,1,Night Spillovers,Stable
cell_12.992_77.706,-1,4,Freight Obstruction Corridors,Stable
cell_12.992_77.709,-1,1,Night Spillovers,Stable
cell_12.992_77.712,-1,1,Night Spillovers,Stable
cell_12.992_77.713,-1,1,Night Spillovers,Stable
cell_12.992_77.714,227,1,Night Spillovers,Stable
cell_12.992_77.715,227,1,Night Spillovers,Stable
cell_12.992_77.716,227,1,Night Spillovers,Stable
cell_12.992_77.717,227,5,Mixed Risk Zone,Stable
cell_12.992_77.718,227,5,Mixed Risk Zone,Stable
cell_12.992_77.719,-1,1,Night Spillovers,Stable
cell_12.992_77.72,-1,1,Night Spillovers,Stable
cell_12.992_77.721,-1,5,Mixed Risk Zone,Stable
cell_12.993_77.508,-1,1,Night Spillovers,Stable
cell_12.993_77.534,-1,5,Mixed Risk Zone,Stable
cell_12.993_77.538,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.539,1057,0,Junction Choke Points,Stable
cell_12.993_77.551,1216,0,Junction Choke Points,Stable
cell_12.993_77.552,-1,0,Junction Choke Points,Stable
cell_12.993_77.553,1485,3,Weekend Event Zones,Emerging
cell_12.993_77.554,1520,0,Junction Choke Points,Emerging
cell_12.993_77.555,-1,0,Junction Choke Points,Emerging
cell_12.993_77.557,1224,0,Junction Choke Points,Growing
cell_12.993_77.558,1224,0,Junction Choke Points,Stable
cell_12.993_77.559,1224,0,Junction Choke Points,Stable
cell_12.993_77.56,-1,0,Junction Choke Points,Stable
cell_12.993_77.566,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.568,1081,1,Night Spillovers,Stable
cell_12.993_77.569,1081,0,Junction Choke Points,Stable
cell_12.993_77.57,-1,2,Commercial Arteries,Growing
cell_12.993_77.571,-1,2,Commercial Arteries,Stable
cell_12.993_77.572,-1,1,Night Spillovers,Stable
cell_12.993_77.573,1194,1,Night Spillovers,Stable
cell_12.993_77.574,1156,1,Night Spillovers,Stable
cell_12.993_77.576,884,1,Night Spillovers,Stable
cell_12.993_77.585,-1,1,Night Spillovers,Stable
cell_12.993_77.588,-1,0,Junction Choke Points,Stable
cell_12.993_77.589,-1,0,Junction Choke Points,Stable
cell_12.993_77.59,-1,1,Night Spillovers,Stable
cell_12.993_77.591,-1,0,Junction Choke Points,Stable
cell_12.993_77.592,-1,1,Night Spillovers,Stable
cell_12.993_77.593,-1,1,Night Spillovers,Stable
cell_12.993_77.594,-1,1,Night Spillovers,Stable
cell_12.993_77.595,-1,1,Night Spillovers,Stable
cell_12.993_77.596,910,1,Night Spillovers,Stable
cell_12.993_77.599,-1,1,Night Spillovers,Stable
cell_12.993_77.605,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.606,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.607,1022,1,Night Spillovers,Stable
cell_12.993_77.608,-1,1,Night Spillovers,Stable
cell_12.993_77.609,1047,1,Night Spillovers,Stable
cell_12.993_77.61,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.612,989,1,Night Spillovers,Stable
cell_12.993_77.613,-1,4,Freight Obstruction Corridors,Stable
cell_12.993_77.652,196,1,Night Spillovers,Stable
cell_12.993_77.659,214,1,Night Spillovers,Stable
cell_12.993_77.66,214,1,Night Spillovers,Stable
cell_12.993_77.661,-1,1,Night Spillovers,Stable
cell_12.993_77.662,331,5,Mixed Risk Zone,Growing
cell_12.993_77.663,-1,1,Night Spillovers,Stable
cell_12.993_77.664,218,5,Mixed Risk Zone,Stable
cell_12.993_77.704,-1,0,Junction Choke Points,Stable
cell_12.993_77.705,-1,1,Night Spillovers,Stable
cell_12.993_77.706,-1,1,Night Spillovers,Stable
cell_12.993_77.707,-1,1,Night Spillovers,Stable
cell_12.993_77.71,-1,1,Night Spillovers,Stable
cell_12.993_77.716,227,1,Night Spillovers,Stable
cell_12.993_77.717,227,1,Night Spillovers,Declining
cell_12.993_77.757,176,1,Night Spillovers,Stable
cell_12.994_77.539,-1,0,Junction Choke Points,Stable
cell_12.994_77.54,-1,0,Junction Choke Points,Stable
cell_12.994_77.552,1332,0,Junction Choke Points,Growing
cell_12.994_77.553,1480,0,Junction Choke Points,Emerging
cell_12.994_77.554,1392,0,Junction Choke Points,Stable
cell_12.994_77.555,1438,0,Junction Choke Points,Stable
cell_12.994_77.556,-1,4,Freight Obstruction Corridors,Stable
cell_12.994_77.564,-1,1,Night Spillovers,Stable
cell_12.994_77.567,-1,1,Night Spillovers,Stable
cell_12.994_77.568,1081,1,Night Spillovers,Stable
cell_12.994_77.571,1350,2,Commercial Arteries,Emerging
cell_12.994_77.572,1350,2,Commercial Arteries,Stable
cell_12.994_77.573,-1,2,Commercial Arteries,Stable
cell_12.994_77.574,1156,1,Night Spillovers,Stable
cell_12.994_77.577,884,1,Night Spillovers,Stable
cell_12.994_77.578,884,1,Night Spillovers,Stable
cell_12.994_77.585,-1,0,Junction Choke Points,Stable
cell_12.994_77.586,-1,0,Junction Choke Points,Stable
cell_12.994_77.588,-1,0,Junction Choke Points,Stable
cell_12.994_77.589,1045,0,Junction Choke Points,Stable
cell_12.994_77.59,-1,4,Freight Obstruction Corridors,Growing
cell_12.994_77.594,-1,1,Night Spillovers,Stable
cell_12.994_77.595,910,1,Night Spillovers,Declining
cell_12.994_77.596,910,1,Night Spillovers,Stable
cell_12.994_77.597,-1,1,Night Spillovers,Stable
cell_12.994_77.606,-1,1,Night Spillovers,Stable
cell_12.994_77.607,1022,1,Night Spillovers,Stable
cell_12.994_77.608,-1,1,Night Spillovers,Stable
cell_12.994_77.609,1047,4,Freight Obstruction Corridors,Stable
cell_12.994_77.61,1120,4,Freight Obstruction Corridors,Growing
cell_12.994_77.611,-1,1,Night Spillovers,Stable
cell_12.994_77.612,989,1,Night Spillovers,Stable
cell_12.994_77.613,-1,1,Night Spillovers,Stable
cell_12.994_77.615,1107,1,Night Spillovers,Stable
cell_12.994_77.616,1107,1,Night Spillovers,Declining
cell_12.994_77.627,-1,1,Night Spillovers,Stable
cell_12.994_77.629,-1,4,Freight Obstruction Corridors,Stable
cell_12.994_77.652,195,1,Night Spillovers,Stable
cell_12.994_77.661,-1,1,Night Spillovers,Stable
cell_12.994_77.662,331,1,Night Spillovers,Declining
cell_12.994_77.663,309,0,Junction Choke Points,Emerging
cell_12.994_77.664,279,5,Mixed Risk Zone,Growing
cell_12.994_77.667,-1,1,Night Spillovers,Stable
cell_12.994_77.685,-1,1,Night Spillovers,Stable
cell_12.994_77.695,-1,1,Night Spillovers,Declining
cell_12.994_77.698,-1,1,Night Spillovers,Stable
cell_12.994_77.699,-1,1,Night Spillovers,Stable
cell_12.994_77.7,-1,1,Night Spillovers,Stable
cell_12.994_77.701,-1,1,Night Spillovers,Declining
cell_12.994_77.702,-1,1,Night Spillovers,Stable
cell_12.994_77.703,-1,1,Night Spillovers,Stable
cell_12.994_77.704,-1,1,Night Spillovers,Stable
cell_12.994_77.705,-1,1,Night Spillovers,Stable
cell_12.994_77.717,227,1,Night Spillovers,Growing
cell_12.994_77.718,227,1,Night Spillovers,Stable
cell_12.994_77.757,176,1,Night Spillovers,Stable
cell_12.994_77.758,176,4,Freight Obstruction Corridors,Stable
cell_12.995_77.535,-1,4,Freight Obstruction Corridors,Stable
cell_12.995_77.539,-1,0,Junction Choke Points,Stable
cell_12.995_77.54,-1,0,Junction Choke Points,Stable
cell_12.995_77.551,1332,0,Junction Choke Points,Stable
cell_12.995_77.552,1332,0,Junction Choke Points,Emerging
cell_12.995_77.553,1394,0,Junction Choke Points,Emerging
cell_12.995_77.554,-1,0,Junction Choke Points,Stable
cell_12.995_77.555,1393,0,Junction Choke Points,Stable
cell_12.995_77.556,-1,4,Freight Obstruction Corridors,Stable
cell_12.995_77.566,-1,0,Junction Choke Points,Stable
cell_12.995_77.567,-1,1,Night Spillovers,Stable
cell_12.995_77.571,1350,2,Commercial Arteries,Emerging
cell_12.995_77.572,1350,2,Commercial Arteries,Stable
cell_12.995_77.574,-1,1,Night Spillovers,Stable
cell_12.995_77.578,884,4,Freight Obstruction Corridors,Stable
cell_12.995_77.579,884,1,Night Spillovers,Stable
cell_12.995_77.582,-1,0,Junction Choke Points,Stable
cell_12.995_77.584,-1,0,Junction Choke Points,Stable
cell_12.995_77.589,-1,0,Junction Choke Points,Stable
cell_12.995_77.59,1029,4,Freight Obstruction Corridors,Growing
cell_12.995_77.591,-1,1,Night Spillovers,Stable
cell_12.995_77.602,-1,1,Night Spillovers,Stable
cell_12.995_77.603,-1,1,Night Spillovers,Stable
cell_12.995_77.604,-1,1,Night Spillovers,Stable
cell_12.995_77.606,-1,5,Mixed Risk Zone,Stable
cell_12.995_77.607,-1,5,Mixed Risk Zone,Stable
cell_12.995_77.608,-1,1,Night Spillovers,Stable
cell_12.995_77.609,-1,4,Freight Obstruction Corridors,Stable
cell_12.995_77.61,1121,4,Freight Obstruction Corridors,Growing
cell_12.995_77.611,1120,4,Freight Obstruction Corridors,Growing
cell_12.995_77.612,-1,1,Night Spillovers,Stable
cell_12.995_77.613,-1,4,Freight Obstruction Corridors,Stable
cell_12.995_77.614,1155,5,Mixed Risk Zone,Declining
cell_12.995_77.615,1106,1,Night Spillovers,Stable
cell_12.995_77.616,1107,1,Night Spillovers,Stable
cell_12.995_77.617,-1,1,Night Spillovers,Stable
cell_12.995_77.618,-1,1,Night Spillovers,Stable
cell_12.995_77.619,-1,1,Night Spillovers,Stable
cell_12.995_77.652,195,1,Night Spillovers,Stable
cell_12.995_77.653,195,0,Junction Choke Points,Stable
cell_12.995_77.654,195,0,Junction Choke Points,Stable
cell_12.995_77.655,195,0,Junction Choke Points,Stable
cell_12.995_77.663,-1,1,Night Spillovers,Stable
cell_12.995_77.666,-1,1,Night Spillovers,Stable
cell_12.995_77.667,294,0,Junction Choke Points,Stable
cell_12.995_77.69,-1,0,Junction Choke Points,Stable
cell_12.995_77.695,-1,1,Night Spillovers,Stable
cell_12.995_77.696,495,0,Junction Choke Points,Stable
cell_12.995_77.697,451,0,Junction Choke Points,Stable
cell_12.995_77.698,-1,1,Night Spillovers,Stable
cell_12.995_77.699,333,1,Night Spillovers,Growing
cell_12.995_77.7,-1,1,Night Spillovers,Stable
cell_12.995_77.718,227,1,Night Spillovers,Stable
cell_12.995_77.732,-1,1,Night Spillovers,Stable
cell_12.995_77.756,176,1,Night Spillovers,Stable
cell_12.995_77.758,176,5,Mixed Risk Zone,Stable
cell_12.996_77.49,96,5,Mixed Risk Zone,Stable
cell_12.996_77.53,-1,5,Mixed Risk Zone,Stable
cell_12.996_77.54,-1,0,Junction Choke Points,Stable
cell_12.996_77.546,-1,0,Junction Choke Points,Stable
cell_12.996_77.55,-1,0,Junction Choke Points,Stable
cell_12.996_77.551,-1,0,Junction Choke Points,Growing
cell_12.996_77.552,-1,0,Junction Choke Points,Stable
cell_12.996_77.554,-1,0,Junction Choke Points,Stable
cell_12.996_77.563,1314,1,Night Spillovers,Stable
cell_12.996_77.564,1314,1,Night Spillovers,Stable
cell_12.996_77.565,-1,1,Night Spillovers,Stable
cell_12.996_77.569,-1,2,Commercial Arteries,Stable
cell_12.996_77.57,-1,2,Commercial Arteries,Stable
cell_12.996_77.571,1350,2,Commercial Arteries,Stable
cell_12.996_77.572,1349,2,Commercial Arteries,Emerging
cell_12.996_77.574,-1,1,Night Spillovers,Stable
cell_12.996_77.577,-1,1,Night Spillovers,Stable
cell_12.996_77.579,884,1,Night Spillovers,Stable
cell_12.996_77.58,884,4,Freight Obstruction Corridors,Stable
cell_12.996_77.583,-1,0,Junction Choke Points,Stable
